ifim_site_name,ifim_da_sqmi,metric,flow,pctchg
Above Harvell Dam,1342,smb_juv,MAF,-5.873368363
Above Harvell Dam,1342,smb_adult,MAF,-0.020872336
Above Harvell Dam,1342,smb_spawn,MAF,31.91667135
Above Harvell Dam,1342,rbs_spawn,MAF,21.50748914
Above Harvell Dam,1342,nh_adult,MAF,-27.34647434
Above Harvell Dam,1342,nh_spawn,MAF,-24.46337446
Above Harvell Dam,1342,bd_high_grad,MAF,3.539368813
Above Harvell Dam,1342,bd_low_grad,MAF,7.793663667
Above Harvell Dam,1342,shallow_slow,MAF,16.65125725
Above Harvell Dam,1342,shallow_fast,MAF,-12.46389058
Above Harvell Dam,1342,deep_slow,MAF,-4.08197634
Above Harvell Dam,1342,deep_fast,MAF,-14.07519473
Above Harvell Dam,1342,as_spawn,MAF,-64.21039058
Above Harvell Dam,1342,as_juv,MAF,-2.378039287
Above Harvell Dam,1342,l_rad,MAF,-37.04994628
Above Harvell Dam,1342,e_comp,MAF,-29.52593052
Above Harvell Dam,1342,rh_spawn,MAF,-2.292131856
Above Harvell Dam,1342,smb_juv,Jan,-3.103645067
Above Harvell Dam,1342,smb_adult,Jan,3.510535607
Above Harvell Dam,1342,smb_spawn,Jan,48.72549308
Above Harvell Dam,1342,rbs_spawn,Jan,32.19244269
Above Harvell Dam,1342,nh_adult,Jan,-28.16023024
Above Harvell Dam,1342,nh_spawn,Jan,-26.33237136
Above Harvell Dam,1342,bd_high_grad,Jan,40.08993189
Above Harvell Dam,1342,bd_low_grad,Jan,31.94696329
Above Harvell Dam,1342,shallow_slow,Jan,66.21152069
Above Harvell Dam,1342,shallow_fast,Jan,17.17473176
Above Harvell Dam,1342,deep_slow,Jan,-1.055066557
Above Harvell Dam,1342,deep_fast,Jan,-3.236796334
Above Harvell Dam,1342,as_spawn,Jan,-45.16399874
Above Harvell Dam,1342,as_juv,Jan,-0.678548927
Above Harvell Dam,1342,l_rad,Jan,-36.60823731
Above Harvell Dam,1342,e_comp,Jan,-22.39207349
Above Harvell Dam,1342,rh_spawn,Jan,-0.630265033
Above Harvell Dam,1342,smb_juv,Feb,-2.538615621
Above Harvell Dam,1342,smb_adult,Feb,4.334910989
Above Harvell Dam,1342,smb_spawn,Feb,52.60762417
Above Harvell Dam,1342,rbs_spawn,Feb,35.16081567
Above Harvell Dam,1342,nh_adult,Feb,-28.10533638
Above Harvell Dam,1342,nh_spawn,Feb,-28.57767984
Above Harvell Dam,1342,bd_high_grad,Feb,56.87639021
Above Harvell Dam,1342,bd_low_grad,Feb,37.01561532
Above Harvell Dam,1342,shallow_slow,Feb,80.16551596
Above Harvell Dam,1342,shallow_fast,Feb,23.12551624
Above Harvell Dam,1342,deep_slow,Feb,-0.252953046
Above Harvell Dam,1342,deep_fast,Feb,-2.066066674
Above Harvell Dam,1342,as_spawn,Feb,-43.92386481
Above Harvell Dam,1342,as_juv,Feb,-0.341645689
Above Harvell Dam,1342,l_rad,Feb,-36.26660441
Above Harvell Dam,1342,e_comp,Feb,-20.94095645
Above Harvell Dam,1342,rh_spawn,Feb,-0.309352476
Above Harvell Dam,1342,smb_juv,Mar,-2.106950336
Above Harvell Dam,1342,smb_adult,Mar,4.808440209
Above Harvell Dam,1342,smb_spawn,Mar,53.82467957
Above Harvell Dam,1342,rbs_spawn,Mar,36.15623283
Above Harvell Dam,1342,nh_adult,Mar,-27.95137371
Above Harvell Dam,1342,nh_spawn,Mar,-29.83703326
Above Harvell Dam,1342,bd_high_grad,Mar,61.7033087
Above Harvell Dam,1342,bd_low_grad,Mar,39.75379568
Above Harvell Dam,1342,shallow_slow,Mar,85.27803006
Above Harvell Dam,1342,shallow_fast,Mar,24.80479235
Above Harvell Dam,1342,deep_slow,Mar,0.330234614
Above Harvell Dam,1342,deep_fast,Mar,-1.107189334
Above Harvell Dam,1342,as_spawn,Mar,-43.098097
Above Harvell Dam,1342,as_juv,Mar,-0.098129229
Above Harvell Dam,1342,l_rad,Mar,-35.62026157
Above Harvell Dam,1342,e_comp,Mar,-19.86048598
Above Harvell Dam,1342,rh_spawn,Mar,-0.084853352
Above Harvell Dam,1342,smb_juv,Apr,-1.538052438
Above Harvell Dam,1342,smb_adult,Apr,5.441909108
Above Harvell Dam,1342,smb_spawn,Apr,55.59629106
Above Harvell Dam,1342,rbs_spawn,Apr,37.57100236
Above Harvell Dam,1342,nh_adult,Apr,-27.70502397
Above Harvell Dam,1342,nh_spawn,Apr,-31.27341715
Above Harvell Dam,1342,bd_high_grad,Apr,65.40250422
Above Harvell Dam,1342,bd_low_grad,Apr,43.72027553
Above Harvell Dam,1342,shallow_slow,Apr,93.1459095
Above Harvell Dam,1342,shallow_fast,Apr,27.22516909
Above Harvell Dam,1342,deep_slow,Apr,1.105096242
Above Harvell Dam,1342,deep_fast,Apr,0.169860775
Above Harvell Dam,1342,as_spawn,Apr,-42.13166912
Above Harvell Dam,1342,as_juv,Apr,0.22337413
Above Harvell Dam,1342,l_rad,Apr,-34.75001118
Above Harvell Dam,1342,e_comp,Apr,-18.48679527
Above Harvell Dam,1342,rh_spawn,Apr,0.21153148
Above Harvell Dam,1342,smb_juv,May,-3.606116919
Above Harvell Dam,1342,smb_adult,May,2.703667053
Above Harvell Dam,1342,smb_spawn,May,44.77570884
Above Harvell Dam,1342,rbs_spawn,May,29.1112984
Above Harvell Dam,1342,nh_adult,May,-28.33256864
Above Harvell Dam,1342,nh_spawn,May,-25.84562297
Above Harvell Dam,1342,bd_high_grad,May,24.27162144
Above Harvell Dam,1342,bd_low_grad,May,27.26384499
Above Harvell Dam,1342,shallow_slow,May,53.56342194
Above Harvell Dam,1342,shallow_fast,May,10.85216357
Above Harvell Dam,1342,deep_slow,May,-1.78102527
Above Harvell Dam,1342,deep_fast,May,-4.241047235
Above Harvell Dam,1342,as_spawn,May,-46.45013283
Above Harvell Dam,1342,as_juv,May,-0.984728773
Above Harvell Dam,1342,l_rad,May,-37.7599837
Above Harvell Dam,1342,e_comp,May,-23.74265969
Above Harvell Dam,1342,rh_spawn,May,-0.925894564
Above Harvell Dam,1342,smb_juv,Jun,-5.536331016
Above Harvell Dam,1342,smb_adult,Jun,0.209983097
Above Harvell Dam,1342,smb_spawn,Jun,32.50123813
Above Harvell Dam,1342,rbs_spawn,Jun,21.84409693
Above Harvell Dam,1342,nh_adult,Jun,-28.12545723
Above Harvell Dam,1342,nh_spawn,Jun,-24.46337446
Above Harvell Dam,1342,bd_high_grad,Jun,3.539368813
Above Harvell Dam,1342,bd_low_grad,Jun,10.28860848
