id,long,lat,order,hole,piece,group,X.id.
1,-83.675395,36.600784,1,FALSE,1,1.1,id
1,-83.674614,36.603082,2,FALSE,1,1.1,id
1,-83.67389784,36.60384591,3,FALSE,1,1.1,id
1,-83.67337251,36.60440626,4,FALSE,1,1.1,id
1,-83.673114,36.604682,5,FALSE,1,1.1,id
1,-83.665614,36.605782,6,FALSE,1,1.1,id
1,-83.663614,36.606782,7,FALSE,1,1.1,id
1,-83.657714,36.611782,8,FALSE,1,1.1,id
1,-83.649513,36.616683,9,FALSE,1,1.1,id
1,-83.648314,36.622683,10,FALSE,1,1.1,id
1,-83.645213,36.624183,11,FALSE,1,1.1,id
1,-83.639813,36.624783,12,FALSE,1,1.1,id
1,-83.635013,36.622883,13,FALSE,1,1.1,id
1,-83.628913,36.624083,14,FALSE,1,1.1,id
1,-83.625013,36.625183,15,FALSE,1,1.1,id
1,-83.619913,36.627983,16,FALSE,1,1.1,id
1,-83.616413,36.631383,17,FALSE,1,1.1,id
1,-83.614513,36.633983,18,FALSE,1,1.1,id
1,-83.607913,36.637083,19,FALSE,1,1.1,id
1,-83.605613,36.637783,20,FALSE,1,1.1,id
1,-83.604313,36.637683,21,FALSE,1,1.1,id
1,-83.603013,36.636883,22,FALSE,1,1.1,id
1,-83.600432,36.637849,23,FALSE,1,1.1,id
1,-83.594297,36.640746,24,FALSE,1,1.1,id
1,-83.589856,36.641378,25,FALSE,1,1.1,id
1,-83.587295,36.642997,26,FALSE,1,1.1,id
1,-83.585956,36.643756,27,FALSE,1,1.1,id
1,-83.584512,36.641384,28,FALSE,1,1.1,id
1,-83.58422727,36.64139982,29,FALSE,1,1.1,id
1,-83.577312,36.641784,30,FALSE,1,1.1,id
1,-83.574749,36.644218,31,FALSE,1,1.1,id
1,-83.569175,36.645661,32,FALSE,1,1.1,id
1,-83.565406,36.647782,33,FALSE,1,1.1,id
1,-83.562612,36.651284,34,FALSE,1,1.1,id
1,-83.554112,36.653784,35,FALSE,1,1.1,id
1,-83.547312,36.654484,36,FALSE,1,1.1,id
1,-83.541812,36.656584,37,FALSE,1,1.1,id
1,-83.533112,36.661884,38,FALSE,1,1.1,id
1,-83.533012,36.663284,39,FALSE,1,1.1,id
1,-83.531912,36.664984,40,FALSE,1,1.1,id
1,-83.529612,36.666184,41,FALSE,1,1.1,id
1,-83.527112,36.665985,42,FALSE,1,1.1,id
1,-83.516011,36.667585,43,FALSE,1,1.1,id
1,-83.511711,36.669085,44,FALSE,1,1.1,id
1,-83.506911,36.668685,45,FALSE,1,1.1,id
1,-83.501411,36.669085,46,FALSE,1,1.1,id
1,-83.499911,36.670185,47,FALSE,1,1.1,id
1,-83.498011,36.670485,48,FALSE,1,1.1,id
1,-83.493911,36.670085,49,FALSE,1,1.1,id
1,-83.48891,36.667685,50,FALSE,1,1.1,id
1,-83.48261,36.666185,51,FALSE,1,1.1,id
1,-83.466483,36.6647,52,FALSE,1,1.1,id
1,-83.46101512,36.66487825,53,FALSE,1,1.1,id
1,-83.460808,36.664885,54,FALSE,1,1.1,id
1,-83.458009,36.665785,55,FALSE,1,1.1,id
1,-83.454709,36.664785,56,FALSE,1,1.1,id
1,-83.448108,36.665285,57,FALSE,1,1.1,id
1,-83.440808,36.666885,58,FALSE,1,1.1,id
1,-83.436508,36.666185,59,FALSE,1,1.1,id
1,-83.431708,36.666485,60,FALSE,1,1.1,id
1,-83.423707,36.667385,61,FALSE,1,1.1,id
1,-83.419507,36.668486,62,FALSE,1,1.1,id
1,-83.411807,36.670786,63,FALSE,1,1.1,id
1,-83.395806,36.676786,64,FALSE,1,1.1,id
1,-83.394906,36.677586,65,FALSE,1,1.1,id
1,-83.395607,36.678987,66,FALSE,1,1.1,id
