ifim_site_name,ifim_da_sqmi,metric,flow,pctchg
Above Harvell Dam,1342,smb_juv,MAF,-1.704643914
Above Harvell Dam,1342,smb_adult,MAF,-0.050761853
Above Harvell Dam,1342,smb_spawn,MAF,8.347535434
Above Harvell Dam,1342,rbs_spawn,MAF,5.258139185
Above Harvell Dam,1342,nh_adult,MAF,-8.931782114
Above Harvell Dam,1342,nh_spawn,MAF,-8.332142857
Above Harvell Dam,1342,bd_high_grad,MAF,2.163626792
Above Harvell Dam,1342,bd_low_grad,MAF,3.078867934
Above Harvell Dam,1342,shallow_slow,MAF,7.390235659
Above Harvell Dam,1342,shallow_fast,MAF,-1.713705159
Above Harvell Dam,1342,deep_slow,MAF,-1.185497188
Above Harvell Dam,1342,deep_fast,MAF,-3.980637166
Above Harvell Dam,1342,as_spawn,MAF,-22.54433433
Above Harvell Dam,1342,as_juv,MAF,-0.680305111
Above Harvell Dam,1342,l_rad,MAF,-12.61427433
Above Harvell Dam,1342,e_comp,MAF,-9.194786852
Above Harvell Dam,1342,rh_spawn,MAF,-0.666360559
Above Harvell Dam,1342,smb_juv,Jan,-0.579668619
Above Harvell Dam,1342,smb_adult,Jan,1.556344839
Above Harvell Dam,1342,smb_spawn,Jan,14.22766632
Above Harvell Dam,1342,rbs_spawn,Jan,10.1849207
Above Harvell Dam,1342,nh_adult,Jan,-9.148988424
Above Harvell Dam,1342,nh_spawn,Jan,-9.694635614
Above Harvell Dam,1342,bd_high_grad,Jan,12.8091327
Above Harvell Dam,1342,bd_low_grad,Jan,11.89842882
Above Harvell Dam,1342,shallow_slow,Jan,21.94902469
Above Harvell Dam,1342,shallow_fast,Jan,7.792459915
Above Harvell Dam,1342,deep_slow,Jan,0.172154784
Above Harvell Dam,1342,deep_fast,Jan,-0.220668115
Above Harvell Dam,1342,as_spawn,Jan,-14.9371752
Above Harvell Dam,1342,as_juv,Jan,-0.014785765
Above Harvell Dam,1342,l_rad,Jan,-11.84713165
Above Harvell Dam,1342,e_comp,Jan,-6.022332536
Above Harvell Dam,1342,rh_spawn,Jan,-0.009356426
Above Harvell Dam,1342,smb_juv,Feb,-0.350380248
Above Harvell Dam,1342,smb_adult,Feb,1.799172062
Above Harvell Dam,1342,smb_spawn,Feb,14.31893436
Above Harvell Dam,1342,rbs_spawn,Feb,10.31046931
Above Harvell Dam,1342,nh_adult,Feb,-9.089561991
Above Harvell Dam,1342,nh_spawn,Feb,-9.758403361
Above Harvell Dam,1342,bd_high_grad,Feb,13.18462594
Above Harvell Dam,1342,bd_low_grad,Feb,12.45549211
Above Harvell Dam,1342,shallow_slow,Feb,23.08009114
Above Harvell Dam,1342,shallow_fast,Feb,11.05637603
Above Harvell Dam,1342,deep_slow,Feb,0.540809286
Above Harvell Dam,1342,deep_fast,Feb,0.319480225
Above Harvell Dam,1342,as_spawn,Feb,-14.51173582
Above Harvell Dam,1342,as_juv,Feb,0.088536279
Above Harvell Dam,1342,l_rad,Feb,-11.6858831
Above Harvell Dam,1342,e_comp,Feb,-5.399459502
Above Harvell Dam,1342,rh_spawn,Feb,0.124843304
Above Harvell Dam,1342,smb_juv,Mar,-0.129219338
Above Harvell Dam,1342,smb_adult,Mar,1.921730536
Above Harvell Dam,1342,smb_spawn,Mar,14.3405144
Above Harvell Dam,1342,rbs_spawn,Mar,10.35131251
Above Harvell Dam,1342,nh_adult,Mar,-8.869479886
Above Harvell Dam,1342,nh_spawn,Mar,-9.956497751
Above Harvell Dam,1342,bd_high_grad,Mar,14.05806572
Above Harvell Dam,1342,bd_low_grad,Mar,12.56550899
Above Harvell Dam,1342,shallow_slow,Mar,22.73201932
Above Harvell Dam,1342,shallow_fast,Mar,11.45893841
Above Harvell Dam,1342,deep_slow,Mar,0.816595628
Above Harvell Dam,1342,deep_fast,Mar,0.802571494
Above Harvell Dam,1342,as_spawn,Mar,-14.2157125
Above Harvell Dam,1342,as_juv,Mar,0.223886472
Above Harvell Dam,1342,l_rad,Mar,-11.44240719
Above Harvell Dam,1342,e_comp,Mar,-4.92836679
Above Harvell Dam,1342,rh_spawn,Mar,0.24387762
Above Harvell Dam,1342,smb_juv,Apr,0.16225181
Above Harvell Dam,1342,smb_adult,Apr,2.085684476
Above Harvell Dam,1342,smb_spawn,Apr,14.4381461
Above Harvell Dam,1342,rbs_spawn,Apr,10.47729775
Above Harvell Dam,1342,nh_adult,Apr,-8.696460274
Above Harvell Dam,1342,nh_spawn,Apr,-10.39475967
Above Harvell Dam,1342,bd_high_grad,Apr,15.11490506
Above Harvell Dam,1342,bd_low_grad,Apr,12.9253116
Above Harvell Dam,1342,shallow_slow,Apr,23.53116762
Above Harvell Dam,1342,shallow_fast,Apr,12.03916023
Above Harvell Dam,1342,deep_slow,Apr,1.183023571
Above Harvell Dam,1342,deep_fast,Apr,1.445961145
Above Harvell Dam,1342,as_spawn,Apr,-13.86926499
Above Harvell Dam,1342,as_juv,Apr,0.402582984
Above Harvell Dam,1342,l_rad,Apr,-11.15046079
Above Harvell Dam,1342,e_comp,Apr,-4.422325876
Above Harvell Dam,1342,rh_spawn,Apr,0.401027301
Above Harvell Dam,1342,smb_juv,May,-0.762027854
Above Harvell Dam,1342,smb_adult,May,1.304388922
Above Harvell Dam,1342,smb_spawn,May,13.73017355
Above Harvell Dam,1342,rbs_spawn,May,9.654525277
Above Harvell Dam,1342,nh_adult,May,-9.262874179
Above Harvell Dam,1342,nh_spawn,May,-9.322493225
Above Harvell Dam,1342,bd_high_grad,May,11.92506404
Above Harvell Dam,1342,bd_low_grad,May,10.36410231
Above Harvell Dam,1342,shallow_slow,May,19.46361063
Above Harvell Dam,1342,shallow_fast,May,6.629179539
Above Harvell Dam,1342,deep_slow,May,-0.16427331
Above Harvell Dam,1342,deep_fast,May,-0.671208544
Above Harvell Dam,1342,as_spawn,May,-15.37972958
Above Harvell Dam,1342,as_juv,May,-0.076703349
Above Harvell Dam,1342,l_rad,May,-11.96536455
Above Harvell Dam,1342,e_comp,May,-6.610326706
Above Harvell Dam,1342,rh_spawn,May,-0.12152955
Above Harvell Dam,1342,smb_juv,Jun,-1.548216481
Above Harvell Dam,1342,smb_adult,Jun,0.136002038
Above Harvell Dam,1342,smb_spawn,Jun,8.922672179
Above Harvell Dam,1342,rbs_spawn,Jun,6.218025078
Above Harvell Dam,1342,nh_adult,Jun,-9.239668894
Above Harvell Dam,1342,nh_spawn,Jun,-8.341010287
Above Harvell Dam,1342,bd_high_grad,Jun,2.315938273
Above Harvell Dam,1342,bd_low_grad,Jun,4.231244626
Above Harvell Dam,1342,shallow_slow,Jun,7.742501755
Above Harvell Dam,1342,shallow_fast,Jun,-1.508008563
Above Harvell Dam,1342,deep_slow,Jun,-1.09727418
Above Harvell Dam,1342,deep_fast,Jun,-2.064696017
Above Harvell Dam,1342,as_spawn,Jun,-19.76352853
Above Harvell Dam,1342,as_juv,Jun,-0.596891309
Above Harvell Dam,1342,l_rad,Jun,-12.93788757
Above Harvell Dam,1342,e_comp,Jun,-9.030876008
Above Harvell Dam,1342,rh_spawn,Jun,-0.583560616
Above Harvell Dam,1342,smb_juv,Jul,-2.225531144
Above Harvell Dam,1342,smb_adult,Jul,-0.753938775
Above Harvell Dam,1342,smb_spawn,Jul,5.873009123
Above Harvell Dam,1342,rbs_spawn,Jul,2.853220164
Above Harvell Dam,1342,nh_adult,Jul,-8.947536925
Above Harvell Dam,1342,nh_spawn,Jul,-8.149500923
Above Harvell Dam,1342,bd_high_grad,Jul,1.368526832
Above Harvell Dam,1342,bd_low_grad,Jul,2.182370289
Above Harvell Dam,1342,shallow_slow,Jul,4.394589735
Above Harvell Dam,1342,shallow_fast,Jul,-5.810513913
Above Harvell Dam,1342,deep_slow,Jul,-1.587249477
Above Harvell Dam,1342,deep_fast,Jul,-5.604760051
Above Harvell Dam,1342,as_spawn,Jul,-30.40132805
Above Harvell Dam,1342,as_juv,Jul,-1.093757221
Above Harvell Dam,1342,l_rad,Jul,-12.99202816
Above Harvell Dam,1342,e_comp,Jul,-10.49945076
Above Harvell Dam,1342,rh_spawn,Jul,-0.819013861
Above Harvell Dam,1342,smb_juv,Aug,-2.403444068
Above Harvell Dam,1342,smb_adult,Aug,-1.095155674
Above Harvell Dam,1342,smb_spawn,Aug,4.407206835
Above Harvell Dam,1342,rbs_spawn,Aug,1.55772592
Above Harvell Dam,1342,nh_adult,Aug,-8.621159407
Above Harvell Dam,1342,nh_spawn,Aug,-7.939053729
Above Harvell Dam,1342,bd_high_grad,Aug,1.294138073
Above Harvell Dam,1342,bd_low_grad,Aug,2.030980131
Above Harvell Dam,1342,shallow_slow,Aug,3.610446979
Above Harvell Dam,1342,shallow_fast,Aug,-6.057763246
Above Harvell Dam,1342,deep_slow,Aug,-1.637596526
Above Harvell Dam,1342,deep_fast,Aug,-5.957693298
Above Harvell Dam,1342,as_spawn,Aug,-31.07908932
Above Harvell Dam,1342,as_juv,Aug,-1.296731811
Above Harvell Dam,1342,l_rad,Aug,-12.76290631
Above Harvell Dam,1342,e_comp,Aug,-10.39194548
Above Harvell Dam,1342,rh_spawn,Aug,-0.857940213
Above Harvell Dam,1342,smb_juv,Sep,-2.749840341
Above Harvell Dam,1342,smb_adult,Sep,-1.846532697
