HUC6,HydroID - Unique Feature ID,hydrocode,lat,long,Date,x_value,y_value,tscode,propcode
30101,207920,DGIF059046,36.75471905,-79.98694381,6/12/2000,367.804,1,15266-0,species
30101,208549,DGIF063645,36.75554602,-79.98666408,6/12/2000,367.804,1,16475-0,species
30101,208562,DGIF063719,36.7555484,-79.98694411,6/12/2000,367.804,1,16589-0,species
30101,208551,DGIF063648,36.71777138,-79.93971909,6/13/2000,440.608,1,16488-0,species
30101,208543,DGIF063636,36.7180508,-79.93971525,6/13/2000,440.608,1,16449-0,species
30101,208551,DGIF063648,36.71777138,-79.93971909,6/13/2000,440.608,1,16486-0,species
30101,208543,DGIF063636,36.7180508,-79.93971525,6/13/2000,440.608,1,16447-0,species
30101,208551,DGIF063648,36.71777138,-79.93971909,6/13/2000,440.608,1,16490-0,species
30101,209260,DGIF301315,36.71780983,-79.93998729,6/13/2000,440.608,1,17688-0,species
30101,208556,DGIF063671,36.73693784,-79.95721826,6/13/2000,399.843,1,16539-0,species
30101,209262,DGIF301320,36.76780492,-79.94000535,6/13/2000,6.259,1,17700-0,species
30101,208556,DGIF063671,36.73693784,-79.95721826,6/13/2000,399.843,1,16541-0,species
30101,209267,DGIF301328,36.76780602,-79.94012858,6/13/2000,6.259,1,17707-0,species
30101,209259,DGIF301314,36.76780472,-79.93998294,6/13/2000,6.259,1,17687-0,species
30101,209268,DGIF301329,36.76780622,-79.94015098,6/13/2000,6.259,1,17708-0,species
30101,209270,DGIF301331,36.76780672,-79.940207,6/13/2000,6.259,1,17710-0,species
30101,208556,DGIF063671,36.73693784,-79.95721826,6/13/2000,399.843,1,16540-0,species
30101,209271,DGIF301332,36.73674846,-79.95720963,6/13/2000,399.843,1,17712-0,species
30101,209276,DGIF301340,36.73675042,-79.95743359,6/13/2000,399.843,1,17727-0,species
30101,209275,DGIF301339,36.73675013,-79.9574,6/13/2000,399.843,1,17725-0,species
30101,208559,DGIF063695,36.71777387,-79.93999898,6/13/2000,440.608,1,16567-0,species
30101,209274,DGIF301338,36.73674993,-79.9573776,6/13/2000,399.843,1,17723-0,species
30101,208555,DGIF063659,36.7369444,-79.95693818,6/13/2000,399.843,1,16530-0,species
30101,209263,DGIF301322,36.72242167,-79.94160355,6/13/2000,403.637,1,17702-0,species
30101,208555,DGIF063659,36.7369444,-79.95693818,6/13/2000,399.843,1,16532-0,species
30101,209264,DGIF301323,36.76780502,-79.94001655,6/13/2000,6.259,1,17704-0,species
30101,208550,DGIF063647,36.73665842,-79.95722204,6/13/2000,399.843,1,16483-0,species
30101,209273,DGIF301337,36.73674964,-79.95734401,6/13/2000,399.843,1,17721-0,species
30101,208551,DGIF063648,36.71777138,-79.93971909,6/13/2000,440.608,1,16495-0,species
30101,209260,DGIF301315,36.71780983,-79.93998729,6/13/2000,440.608,1,17689-0,species
30101,208551,DGIF063648,36.71777138,-79.93971909,6/13/2000,440.608,1,16489-0,species
30101,208551,DGIF063648,36.71777138,-79.93971909,6/13/2000,440.608,1,16493-0,species
30101,209278,DGIF301343,36.69047726,-79.91693578,6/14/2000,466.514,1,17732-0,species
30101,208563,DGIF063728,36.76304942,-79.9955506,6/14/2000,365.624,1,16594-0,species
30101,209289,DGIF301361,36.7628346,-79.99573266,6/14/2000,365.624,1,17759-0,species
30101,208539,DGIF063632,36.76304705,-79.99527054,6/14/2000,365.624,1,16425-0,species
30101,209279,DGIF301348,36.69046947,-79.91707021,6/14/2000,466.514,1,17740-0,species
30101,208545,DGIF063638,36.69054682,-79.91665499,6/14/2000,466.514,1,16455-0,species
30101,208539,DGIF063632,36.76304705,-79.99527054,6/14/2000,365.624,1,16429-0,species
30101,208548,DGIF063644,36.76276763,-79.99527419,6/14/2000,365.624,1,16463-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,6/14/2000,466.514,1,16545-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,6/14/2000,466.514,1,16547-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,6/14/2000,466.514,1,16546-0,species
30101,209286,DGIF301358,36.76283394,-79.99565424,6/14/2000,365.624,1,17754-0,species
30101,208563,DGIF063728,36.76304942,-79.9955506,6/14/2000,365.624,1,16595-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,6/14/2000,466.514,1,16552-0,species
30101,209283,DGIF301355,36.76283318,-79.99556463,6/14/2000,365.624,1,17748-0,species
30101,209288,DGIF301360,36.76283441,-79.99571026,6/14/2000,365.624,1,17758-0,species
30101,209280,DGIF301349,36.69046978,-79.91710378,6/14/2000,466.514,1,17742-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,6/14/2000,466.514,1,16549-0,species
30101,208539,DGIF063632,36.76304705,-79.99527054,6/14/2000,365.624,1,16426-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,6/14/2000,466.514,1,16551-0,species
30101,209278,DGIF301343,36.69047726,-79.91693578,6/14/2000,466.514,1,17734-0,species
30101,208536,DGIF063629,36.79361415,-80.01776944,6/15/2000,299.496,1,16384-0,species
30101,209292,DGIF301365,36.79347262,-80.01809628,6/15/2000,299.496,1,17763-0,species
30101,208537,DGIF063630,36.78694318,-79.99722245,6/26/2000,344.945,1,16404-0,species
30101,209295,DGIF301368,36.78681024,-79.99749315,6/26/2000,344.945,1,17772-0,species
30101,209295,DGIF301368,36.78681024,-79.99749315,6/26/2000,344.945,1,17770-0,species
30101,209296,DGIF301372,36.78681033,-79.99750436,6/26/2000,344.945,1,17778-0,species
30101,209296,DGIF301372,36.78681033,-79.99750436,6/26/2000,344.945,1,17780-0,species
30101,209296,DGIF301372,36.78681033,-79.99750436,6/26/2000,344.945,1,17777-0,species
30101,209302,DGIF301383,36.78680302,-79.99770618,6/26/2000,344.945,1,17792-0,species
30101,208537,DGIF063630,36.78694318,-79.99722245,6/26/2000,344.945,1,16403-0,species
30101,208537,DGIF063630,36.78694318,-79.99722245,6/26/2000,344.945,1,16397-0,species
30101,208537,DGIF063630,36.78694318,-79.99722245,6/26/2000,344.945,1,16402-0,species
30101,208537,DGIF063630,36.78694318,-79.99722245,6/26/2000,344.945,1,16406-0,species
30101,208537,DGIF063630,36.78694318,-79.99722245,6/26/2000,344.945,1,16400-0,species
30101,208537,DGIF063630,36.78694318,-79.99722245,6/26/2000,344.945,1,16394-0,species
30101,208537,DGIF063630,36.78694318,-79.99722245,6/26/2000,344.945,1,16407-0,species
30101,208561,DGIF063701,36.74832647,-79.97000175,6/27/2000,393.525,1,16572-0,species
30101,209308,DGIF301396,36.7711429,-79.9910976,6/27/2000,348.537,1,17818-0,species
30101,208541,DGIF063634,36.74832879,-79.97027056,6/27/2000,393.525,1,16443-0,species
30101,209307,DGIF301395,36.74827655,-79.97048408,6/27/2000,393.525,1,17815-0,species
30101,209305,DGIF301389,36.74828382,-79.97028236,6/27/2000,393.525,1,17804-0,species
30101,209304,DGIF301385,36.74828373,-79.97027116,6/27/2000,393.525,1,17799-0,species
30101,209306,DGIF301393,36.74828392,-79.97029356,6/27/2000,393.525,1,17812-0,species
30101,208561,DGIF063701,36.74832647,-79.97000175,6/27/2000,393.525,1,16579-0,species
30101,209304,DGIF301385,36.74828373,-79.97027116,6/27/2000,393.525,1,17796-0,species
30101,208561,DGIF063701,36.74832647,-79.97000175,6/27/2000,393.525,1,16575-0,species
30101,208561,DGIF063701,36.74832647,-79.97000175,6/27/2000,393.525,1,16571-0,species
30101,208561,DGIF063701,36.74832647,-79.97000175,6/27/2000,393.525,1,16573-0,species
30101,208541,DGIF063634,36.74832879,-79.97027056,6/27/2000,393.525,1,16444-0,species
30101,209305,DGIF301389,36.74828382,-79.97028236,6/27/2000,393.525,1,17807-0,species
30101,208538,DGIF063631,36.77110694,-79.99110928,6/27/2000,348.537,1,16421-0,species
30101,209308,DGIF301396,36.7711429,-79.9910976,6/27/2000,348.537,1,17817-0,species
30101,209303,DGIF301384,36.74828363,-79.97025996,6/27/2000,393.525,1,17794-0,species
30101,208561,DGIF063701,36.74832647,-79.97000175,6/27/2000,393.525,1,16580-0,species
30101,208560,DGIF063698,36.77111358,-79.99082907,6/27/2000,348.537,1,16568-0,species
30101,208560,DGIF063698,36.77111358,-79.99082907,6/27/2000,348.537,1,16569-0,species
30101,209304,DGIF301385,36.74828373,-79.97027116,6/27/2000,393.525,1,17797-0,species
30101,208561,DGIF063701,36.74832647,-79.97000175,6/27/2000,393.525,1,16576-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,7/7/2000,441.722,1,16506-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,7/7/2000,441.722,1,16512-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,7/7/2000,441.722,1,16505-0,species
30101,208566,DGIF063766,36.7102685,-79.93638507,7/7/2000,441.722,1,16606-0,species
30101,209312,DGIF301407,36.71005277,-79.93645522,7/7/2000,441.722,1,17828-0,species
30101,209315,DGIF301410,36.71005357,-79.93654478,7/7/2000,441.722,1,17834-0,species
30101,209311,DGIF301406,36.71006159,-79.93643271,7/7/2000,441.722,1,17826-0,species
30101,209310,DGIF301405,36.71006129,-79.93639913,7/7/2000,441.722,1,17824-0,species
30101,209316,DGIF301411,36.71005377,-79.93656717,7/7/2000,441.722,1,17836-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,7/7/2000,441.722,1,16510-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,7/7/2000,441.722,1,16511-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,7/7/2000,441.722,1,16507-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,7/7/2000,441.722,1,16513-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,7/7/2000,441.722,1,16504-0,species
30101,209317,DGIF301412,36.71005407,-79.93660075,7/7/2000,441.722,1,17838-0,species
30101,209308,DGIF301396,36.7711429,-79.9910976,10/16/2000,348.537,1,17822-0,species
30101,208564,DGIF063750,36.77138399,-79.99082553,10/16/2000,348.537,1,16599-0,species
30101,209308,DGIF301396,36.7711429,-79.9910976,10/16/2000,348.537,1,17821-0,species
30101,209308,DGIF301396,36.7711429,-79.9910976,10/16/2000,348.537,1,17820-0,species
30101,208571,DGIF063824,36.78693652,-79.99750271,10/16/2000,344.945,1,16618-0,species
30101,208564,DGIF063750,36.77138399,-79.99082553,10/16/2000,348.537,1,16598-0,species
30101,208537,DGIF063630,36.78694318,-79.99722245,10/16/2000,344.945,1,16412-0,species
30101,208571,DGIF063824,36.78693652,-79.99750271,10/16/2000,344.945,1,16617-0,species
30101,209294,DGIF301367,36.78681014,-79.99748194,10/16/2000,344.945,1,17768-0,species
30101,209302,DGIF301383,36.78680302,-79.99770618,10/16/2000,344.945,1,17793-0,species
30101,208537,DGIF063630,36.78694318,-79.99722245,10/16/2000,344.945,1,16410-0,species
30101,209295,DGIF301368,36.78681024,-79.99749315,10/16/2000,344.945,1,17776-0,species
30101,209301,DGIF301382,36.78680283,-79.99768377,10/16/2000,344.945,1,17791-0,species
30101,209296,DGIF301372,36.78681033,-79.99750436,10/16/2000,344.945,1,17782-0,species
30101,208537,DGIF063630,36.78694318,-79.99722245,10/16/2000,344.945,1,16411-0,species
30101,209296,DGIF301372,36.78681033,-79.99750436,10/16/2000,344.945,1,17783-0,species
30101,208562,DGIF063719,36.7555484,-79.98694411,10/17/2000,367.804,1,16591-0,species
30101,208549,DGIF063645,36.75554602,-79.98666408,10/17/2000,367.804,1,16477-0,species
30101,208561,DGIF063701,36.74832647,-79.97000175,10/17/2000,393.525,1,16581-0,species
30101,209305,DGIF301389,36.74828382,-79.97028236,10/17/2000,393.525,1,17809-0,species
30101,208568,DGIF063799,36.74804937,-79.97027429,10/17/2000,393.525,1,16612-0,species
30101,209323,DGIF301464,36.75533332,-79.98709257,10/17/2000,367.804,1,17845-0,species
30101,208572,DGIF063828,36.74804705,-79.97000549,10/17/2000,393.525,1,16620-0,species
30101,208572,DGIF063828,36.74804705,-79.97000549,10/17/2000,393.525,1,16619-0,species
30101,209305,DGIF301389,36.74828382,-79.97028236,10/17/2000,393.525,1,17811-0,species
30101,209306,DGIF301393,36.74828392,-79.97029356,10/17/2000,393.525,1,17813-0,species
30101,208548,DGIF063644,36.76276763,-79.99527419,10/17/2000,365.624,1,16464-0,species
30101,209304,DGIF301385,36.74828373,-79.97027116,10/17/2000,393.525,1,17800-0,species
30101,209306,DGIF301393,36.74828392,-79.97029356,10/17/2000,393.525,1,17814-0,species
30101,208562,DGIF063719,36.7555484,-79.98694411,10/17/2000,367.804,1,16590-0,species
30101,209304,DGIF301385,36.74828373,-79.97027116,10/17/2000,393.525,1,17802-0,species
30101,209322,DGIF301463,36.75533312,-79.98707017,10/17/2000,367.804,1,17844-0,species
30101,209283,DGIF301355,36.76283318,-79.99556463,10/17/2000,365.624,1,17749-0,species
30101,209286,DGIF301358,36.76283394,-79.99565424,10/17/2000,365.624,1,17755-0,species
30101,209318,DGIF301459,36.75533217,-79.98695815,10/17/2000,367.804,1,17840-0,species
30101,209325,DGIF301466,36.75533379,-79.98714857,10/17/2000,367.804,1,17847-0,species
30101,209285,DGIF301357,36.76283366,-79.99562064,10/17/2000,365.624,1,17753-0,species
30101,209303,DGIF301384,36.74828363,-79.97025996,10/17/2000,393.525,1,17795-0,species
30101,208539,DGIF063632,36.76304705,-79.99527054,10/17/2000,365.624,1,16432-0,species
30101,209287,DGIF301359,36.76283413,-79.99567665,10/17/2000,365.624,1,17757-0,species
30101,208539,DGIF063632,36.76304705,-79.99527054,10/17/2000,365.624,1,16433-0,species
30101,208549,DGIF063645,36.75554602,-79.98666408,10/17/2000,367.804,1,16479-0,species
30101,208549,DGIF063645,36.75554602,-79.98666408,10/17/2000,367.804,1,16478-0,species
30101,209319,DGIF301460,36.75533236,-79.98698056,10/17/2000,367.804,1,17841-0,species
30101,209307,DGIF301395,36.74827655,-79.97048408,10/17/2000,393.525,1,17816-0,species
30101,208549,DGIF063645,36.75554602,-79.98666408,10/17/2000,367.804,1,16476-0,species
30101,208561,DGIF063701,36.74832647,-79.97000175,10/17/2000,393.525,1,16585-0,species
30101,208561,DGIF063701,36.74832647,-79.97000175,10/17/2000,393.525,1,16582-0,species
30101,209321,DGIF301462,36.75533284,-79.98703656,10/17/2000,367.804,1,17843-0,species
30101,208539,DGIF063632,36.76304705,-79.99527054,10/17/2000,365.624,1,16431-0,species
30101,208549,DGIF063645,36.75554602,-79.98666408,10/17/2000,367.804,1,16481-0,species
30101,209305,DGIF301389,36.74828382,-79.97028236,10/17/2000,393.525,1,17810-0,species
30101,208555,DGIF063659,36.7369444,-79.95693818,10/18/2000,399.843,1,16536-0,species
30101,209328,DGIF301494,36.71781102,-79.94012163,10/18/2000,440.608,1,17850-0,species
30101,209329,DGIF301495,36.71781132,-79.94015522,10/18/2000,440.608,1,17851-0,species
30101,209330,DGIF301496,36.71781152,-79.94017761,10/18/2000,440.608,1,17852-0,species
30101,208555,DGIF063659,36.7369444,-79.95693818,10/18/2000,399.843,1,16537-0,species
30101,208551,DGIF063648,36.71777138,-79.93971909,10/18/2000,440.608,1,16498-0,species
30101,208551,DGIF063648,36.71777138,-79.93971909,10/18/2000,440.608,1,16497-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,10/18/2000,441.722,1,16517-0,species
30101,209272,DGIF301335,36.73674856,-79.95722082,10/18/2000,399.843,1,17720-0,species
30101,208570,DGIF063810,36.73694236,-79.95055438,10/18/2000,0.53,1,16616-0,species
30101,209272,DGIF301335,36.73674856,-79.95722082,10/18/2000,399.843,1,17719-0,species
30101,208543,DGIF063636,36.7180508,-79.93971525,10/18/2000,440.608,1,16450-0,species
30101,208543,DGIF063636,36.7180508,-79.93971525,10/18/2000,440.608,1,16451-0,species
30101,209261,DGIF301317,36.71780993,-79.93999848,10/18/2000,440.608,1,17697-0,species
30101,208543,DGIF063636,36.7180508,-79.93971525,10/18/2000,440.608,1,16452-0,species
30101,209317,DGIF301412,36.71005407,-79.93660075,10/18/2000,441.722,1,17839-0,species
30101,208566,DGIF063766,36.7102685,-79.93638507,10/18/2000,441.722,1,16607-0,species
30101,209261,DGIF301317,36.71780993,-79.93999848,10/18/2000,440.608,1,17696-0,species
30101,209315,DGIF301410,36.71005357,-79.93654478,10/18/2000,441.722,1,17835-0,species
30101,208565,DGIF063755,36.71805329,-79.93999514,10/18/2000,440.608,1,16605-0,species
30101,209260,DGIF301315,36.71780983,-79.93998729,10/18/2000,440.608,1,17692-0,species
30101,209314,DGIF301409,36.71005327,-79.93651119,10/18/2000,441.722,1,17833-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,10/18/2000,441.722,1,16515-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,10/18/2000,441.722,1,16514-0,species
30101,208552,DGIF063649,36.710266,-79.93610521,10/18/2000,441.722,1,16516-0,species
30101,209312,DGIF301407,36.71005277,-79.93645522,10/18/2000,441.722,1,17829-0,species
30101,209271,DGIF301332,36.73674846,-79.95720963,10/18/2000,399.843,1,17715-0,species
30101,208565,DGIF063755,36.71805329,-79.93999514,10/18/2000,440.608,1,16601-0,species
30101,209271,DGIF301332,36.73674846,-79.95720963,10/18/2000,399.843,1,17714-0,species
30101,209261,DGIF301317,36.71780993,-79.93999848,10/18/2000,440.608,1,17699-0,species
30101,209271,DGIF301332,36.73674846,-79.95720963,10/18/2000,399.843,1,17716-0,species
30101,209276,DGIF301340,36.73675042,-79.95743359,10/18/2000,399.843,1,17728-0,species
30101,208556,DGIF063671,36.73693784,-79.95721826,10/18/2000,399.843,1,16542-0,species
30101,209274,DGIF301338,36.73674993,-79.9573776,10/18/2000,399.843,1,17724-0,species
30101,209333,DGIF301517,36.69047747,-79.91695817,10/19/2000,466.514,1,17860-0,species
30101,209292,DGIF301365,36.79347262,-80.01809628,10/19/2000,299.496,1,17764-0,species
30101,209333,DGIF301517,36.69047747,-79.91695817,10/19/2000,466.514,1,17859-0,species
30101,209332,DGIF301513,36.69047736,-79.91694698,10/19/2000,466.514,1,17856-0,species
30101,209332,DGIF301513,36.69047736,-79.91694698,10/19/2000,466.514,1,17854-0,species
30101,209281,DGIF301350,36.69046998,-79.91712617,10/19/2000,466.514,1,17745-0,species
30101,209280,DGIF301349,36.69046978,-79.91710378,10/19/2000,466.514,1,17743-0,species
30101,209278,DGIF301343,36.69047726,-79.91693578,10/19/2000,466.514,1,17738-0,species
30101,209278,DGIF301343,36.69047726,-79.91693578,10/19/2000,466.514,1,17736-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,10/19/2000,466.514,1,16555-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,10/19/2000,466.514,1,16554-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,10/19/2000,466.514,1,16559-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,10/19/2000,466.514,1,16553-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,10/19/2000,466.514,1,16564-0,species
30101,208558,DGIF063687,36.69054937,-79.91693477,10/19/2000,466.514,1,16556-0,species
30101,208569,DGIF063804,36.79360745,-80.01804973,10/19/2000,299.496,1,16613-0,species
30101,209335,DGIF301533,36.79347308,-80.01815231,10/19/2000,299.496,1,17865-0,species
30101,209334,DGIF301521,36.69047757,-79.91696936,10/19/2000,466.514,1,17862-0,species
30101,209334,DGIF301521,36.69047757,-79.91696936,10/19/2000,466.514,1,17863-0,species
30101,209333,DGIF301517,36.69047747,-79.91695817,10/19/2000,466.514,1,17858-0,species
30101,208567,DGIF063767,36.78082751,-80.02166429,10/20/2000,299.496,1,16611-0,species
30101,209277,DGIF301341,36.79302684,-80.02637342,10/20/2000,299.496,1,17730-0,species
30101,209336,DGIF301537,36.79302693,-80.02638463,10/20/2000,299.496,1,17866-0,species
30101,208554,DGIF063652,36.79305177,-80.02611533,10/20/2000,299.496,1,16525-0,species
30101,208499,DGIF063573,37.18730173,-80.35301961,3/1/2001,69.342,1,16337-0,species
30101,208500,DGIF063578,37.18733797,-80.3530531,4/3/2001,69.342,1,16338-0,species
30101,208497,DGIF063510,36.69734423,-79.93065276,6/18/2001,465.108,1,16331-0,species
30101,208496,DGIF063509,36.70881182,-79.93578939,6/19/2001,441.722,1,16330-0,species
30101,208761,DGIF065183,37.22110788,-80.22444233,7/27/2001,145.775,1,16884-0,species
30101,197362,DGIF010577,37.18665892,-80.35250685,7/28/2001,69.342,1,2335-0,species
30101,208762,DGIF065187,36.79193659,-80.00250347,7/28/2001,48.375,1,16885-0,species
30101,208765,DGIF065193,36.73561326,-79.95420111,4/2/2002,399.843,1,16888-0,species
30101,208766,DGIF065194,36.72911901,-79.95070565,4/2/2002,401.986,1,16889-0,species
30101,209543,DGIF303099,36.61916713,-80.20193101,6/23/2003,1.246,1,19669-0,species
30101,209549,DGIF303105,36.60505855,-80.08643357,6/24/2003,3.099,1,19675-0,species
30101,209546,DGIF303102,36.60366101,-80.09943065,6/24/2003,3.099,1,19672-0,species
30101,209547,DGIF303103,36.60405894,-80.09602712,6/24/2003,3.099,1,19673-0,species
30101,209548,DGIF303104,36.60436222,-80.09322843,6/24/2003,3.099,1,19674-0,species
30101,209549,DGIF303105,36.60505855,-80.08643357,6/25/2003,3.099,1,19676-0,species
30101,209555,DGIF303112,36.58185834,-79.96664019,6/26/2003,2.194,1,19682-0,species
30101,209556,DGIF303113,36.58186648,-79.96653948,6/26/2003,2.194,1,19683-0,species
30101,209554,DGIF303111,36.58226079,-79.97043511,6/26/2003,2.194,1,19681-0,species
30101,209562,DGIF303119,36.55896508,-79.87263729,6/30/2003,2.241,1,19689-0,species
30101,209558,DGIF303115,36.57936048,-79.93683118,6/30/2003,0.347,1,19685-0,species
30101,209560,DGIF303117,36.57515877,-79.90194065,6/30/2003,17.847,1,19687-0,species
30101,209565,DGIF303122,36.55056447,-79.86043589,7/1/2003,9.599,1,19692-0,species
30101,210365,DGIF308378,37.18693266,-80.35311289,5/18/2005,69.342,1,21139-0,species
30101,211234,DGIF316764,37.36402522,-79.41996979,5/23/2006,158.47,1,22916-0,species
30101,211349,DGIF318006,36.94603634,-79.52446823,6/19/2006,408.519,1,23108-0,species
30101,211347,DGIF318004,36.80380653,-80.20023215,8/23/2006,162.249,1,23106-0,species
30101,211348,DGIF318005,36.99710765,-79.86063935,10/2/2006,95.478,1,23107-0,species
30101,211314,DGIF317960,36.79540693,-79.99711213,10/3/2006,48.269,1,23061-0,species
30101,211315,DGIF317961,36.82069151,-79.99803804,10/3/2006,33.755,1,23062-0,species
30101,211350,DGIF318007,37.27588407,-79.43415284,10/4/2006,77.182,1,23109-0,species
30101,211355,DGIF318154,37.24529117,-79.34911636,10/4/2006,324.035,1,23114-0,species
30101,210858,DGIF315045,37.24572996,-79.34955773,10/4/2006,324.035,1,22313-0,species
30101,211868,DGIF321122,36.64266348,-80.2340282,6/13/2007,6.331,1,23936-0,species
30101,211430,DGIF318881,36.93683207,-79.76528454,8/15/2007,137.802,1,23216-0,species
30101,197433,DGIF010679,37.21832816,-79.01000877,4/27/1974,6.409,2,2450-0,species
30101,196668,DGIF008441,37.25121971,-80.17321315,4/25/1991,265.205,2,1425-0,species
30101,195706,DGIF003180,37.33389278,-80.04478867,5/15/1991,27.144,2,262-0,species
30101,195760,DGIF003866,37.25027411,-79.32209543,5/20/1992,28.316,2,322-0,species
30101,212009,VA561S,37.44359,-79.69871,5/17/1993,0.724,2,58103-0,species
30101,196014,DGIF005266,37.26974297,-80.13900646,6/16/1993,280.361,2,609-0,species
30101,206932,DGIF053558,37.23220903,-80.26186709,9/7/1993,94.503,2,14123-0,species
30101,212069,VA797S,37.20686,-80.0427,4/18/1994,0.529,2,58132-0,species
30101,196252,DGIF006876,37.0475512,-79.62665407,5/10/1994,295.347,2,914-0,species
30101,196420,DGIF007635,37.0533045,-79.63099567,5/10/1994,295.347,2,1132-0,species
30101,206890,DGIF053363,37.22064667,-80.22697178,2/26/1995,145.775,2,14079-0,species
30101,206889,DGIF053362,37.21029271,-80.22058616,2/26/1995,7.4,2,14078-0,species
30101,206698,DGIF051391,37.15358306,-80.26112309,6/1/1997,123.726,2,13886-0,species
30101,205812,DGIF040834,37.42805362,-79.57666291,8/11/1997,0.895,2,12633-0,species
30101,207655,DGIF058035,36.67112905,-80.44655548,10/7/1997,92.873,2,14941-0,species
30101,207657,DGIF058038,37.24553869,-79.34941535,10/30/1997,324.035,2,14943-0,species
30101,207227,DGIF055253,37.3223602,-79.93155495,6/22/1998,37.244,2,14427-0,species
30101,207752,DGIF058213,36.5555156,-80.02141824,7/15/1999,184.157,2,15041-0,species
30101,209248,DGIF301296,36.78077674,-80.02206835,6/12/2000,299.496,2,17650-0,species
30101,209265,DGIF301326,36.76780552,-79.94007256,6/13/2000,6.259,2,17705-0,species
30101,209251,DGIF301300,36.73674944,-79.95732161,6/13/2000,399.843,2,17666-0,species
30101,209249,DGIF301298,36.79302867,-80.02659756,6/13/2000,299.496,2,17654-0,species
30101,209254,DGIF301306,36.762833,-79.99554222,6/14/2000,365.624,2,17678-0,species
30101,209253,DGIF301305,36.74827636,-79.97046168,6/27/2000,393.525,2,17673-0,species
30101,209247,DGIF301294,36.7711448,-79.99132167,6/27/2000,348.537,2,17646-0,species
30101,209250,DGIF301299,36.71006109,-79.93637674,7/7/2000,441.722,2,17658-0,species
30101,208531,DGIF063617,37.15311258,-80.26374024,7/13/2000,123.726,2,16369-0,species
30101,209247,DGIF301294,36.7711448,-79.99132167,10/16/2000,348.537,2,17648-0,species
30101,209254,DGIF301306,36.762833,-79.99554222,10/17/2000,365.624,2,17681-0,species
30101,209250,DGIF301299,36.71006109,-79.93637674,10/18/2000,441.722,2,17662-0,species
30101,209252,DGIF301304,36.71781052,-79.94006566,10/18/2000,440.608,2,17671-0,species
30101,209251,DGIF301300,36.73674944,-79.95732161,10/18/2000,399.843,2,17668-0,species
30101,209249,DGIF301298,36.79302867,-80.02659756,10/20/2000,299.496,2,17656-0,species
30101,209248,DGIF301296,36.78077674,-80.02206835,10/20/2000,299.496,2,17652-0,species
30101,209247,DGIF301294,36.7711448,-79.99132167,4/10/2001,348.537,2,17644-0,species
30101,209772,DGIF304272,36.6965546,-78.13227829,5/20/2002,2.709,2,19990-0,species
30101,209769,DGIF304269,36.68063147,-78.91491586,5/21/2002,46.431,2,19987-0,species
30101,209810,DGIF304312,37.19872306,-80.3904781,5/28/2002,3.508,2,20047-0,species
30101,209767,DGIF304267,36.66629811,-79.35298786,7/9/2002,7.503,2,19984-0,species
30101,209742,DGIF304084,37.13246375,-80.26709259,3/17/2003,127.151,2,19950-0,species
30101,209553,DGIF303110,36.58326106,-79.98193463,6/26/2003,146.861,2,19680-0,species
30101,209559,DGIF303116,36.57856238,-79.92724129,6/30/2003,7.907,2,19686-0,species
30101,209561,DGIF303118,36.57636331,-79.88313608,6/30/2003,0.912,2,19688-0,species
30101,209574,DGIF303131,36.54346359,-79.77964677,7/1/2003,0.378,2,19701-0,species
30101,209572,DGIF303129,36.5503637,-79.80674341,7/1/2003,3.544,2,19699-0,species
30101,209570,DGIF303127,36.55215797,-79.82584369,7/1/2003,1.299,2,19697-0,species
30101,209566,DGIF303123,36.5504575,-79.85304118,7/1/2003,9.599,2,19693-0,species
30101,209654,DGIF303388,36.56156212,-78.47458415,10/1/2003,77.346,2,19785-0,species
30101,210423,DGIF309375,36.66255162,-78.62712601,8/10/2004,27.67,2,21290-0,species
30101,210423,DGIF309375,36.66255162,-78.62712601,9/15/2004,27.67,2,21292-0,species
30101,210423,DGIF309375,36.66255162,-78.62712601,10/6/2004,27.67,2,21293-0,species
30101,210596,DGIF312997,36.66391354,-78.5722017,8/11/2005,113.432,2,21940-0,species
30101,210596,DGIF312997,36.66391354,-78.5722017,8/23/2005,113.432,2,21941-0,species
