ifim_site_name,ifim_da_sqmi,ifim_maf_cfs,metric,flow,pctchg
Above Harvell Dam,1342,1389.192,shallow_fast,Oct,-3.61377512
Above Harvell Dam,1342,1389.192,deep_slow,Oct,-0.958224308
Above Harvell Dam,1342,1389.192,deep_fast,Oct,-4.550959486
Above Harvell Dam,1342,1389.192,as_spawn,Oct,-20.70425777
Above Harvell Dam,1342,1389.192,as_juv,Oct,-3.693204649
Above Harvell Dam,1342,1389.192,l_rad,Oct,-5.712722862
Above Harvell Dam,1342,1389.192,e_comp,Oct,-4.485481325
Above Harvell Dam,1342,1389.192,rh_spawn,Oct,-1.405911696
Above Harvell Dam,1342,1389.192,smb_juv,Nov,-1.579200619
Above Harvell Dam,1342,1389.192,smb_adult,Nov,-1.343491095
Above Harvell Dam,1342,1389.192,smb_spawn,Nov,0.249661254
Above Harvell Dam,1342,1389.192,rbs_spawn,Nov,-0.176206155
Above Harvell Dam,1342,1389.192,nh_adult,Nov,-3.989524896
Above Harvell Dam,1342,1389.192,nh_spawn,Nov,-3.62394958
Above Harvell Dam,1342,1389.192,bd_high_grad,Nov,0.996580362
Above Harvell Dam,1342,1389.192,bd_low_grad,Nov,0.929592426
Above Harvell Dam,1342,1389.192,shallow_slow,Nov,1.268033219
Above Harvell Dam,1342,1389.192,shallow_fast,Nov,-5.281583924
Above Harvell Dam,1342,1389.192,deep_slow,Nov,-0.835109603
Above Harvell Dam,1342,1389.192,deep_fast,Nov,-3.771765884
Above Harvell Dam,1342,1389.192,as_spawn,Nov,-20.7635468
Above Harvell Dam,1342,1389.192,as_juv,Nov,-1.616140633
Above Harvell Dam,1342,1389.192,l_rad,Nov,-6.055370254
Above Harvell Dam,1342,1389.192,e_comp,Nov,-5.247144761
Above Harvell Dam,1342,1389.192,rh_spawn,Nov,-0.47896695
Above Harvell Dam,1342,1389.192,smb_juv,Dec,-1.31424803
Above Harvell Dam,1342,1389.192,smb_adult,Dec,-0.867352768
Above Harvell Dam,1342,1389.192,smb_spawn,Dec,1.682347741
Above Harvell Dam,1342,1389.192,rbs_spawn,Dec,-0.101152474
Above Harvell Dam,1342,1389.192,nh_adult,Dec,-4.141251498
Above Harvell Dam,1342,1389.192,nh_spawn,Dec,-4.093313781
Above Harvell Dam,1342,1389.192,bd_high_grad,Dec,0.700951984
Above Harvell Dam,1342,1389.192,bd_low_grad,Dec,0.686977373
Above Harvell Dam,1342,1389.192,shallow_slow,Dec,1.340575112
Above Harvell Dam,1342,1389.192,shallow_fast,Dec,-7.537110217
Above Harvell Dam,1342,1389.192,deep_slow,Dec,-0.817800207
Above Harvell Dam,1342,1389.192,deep_fast,Dec,-3.350847305
Above Harvell Dam,1342,1389.192,as_spawn,Dec,-17.46429832
Above Harvell Dam,1342,1389.192,as_juv,Dec,-0.826107306
Above Harvell Dam,1342,1389.192,l_rad,Dec,-6.639906523
Above Harvell Dam,1342,1389.192,e_comp,Dec,-5.519118716
Above Harvell Dam,1342,1389.192,rh_spawn,Dec,-0.428515691
Below Harvell Dam,1359.9,1406.621,smb_juv,MAF,-2.597596327
Below Harvell Dam,1359.9,1406.621,smb_adult,MAF,-3.447041151
Below Harvell Dam,1359.9,1406.621,smb_spawn,MAF,1.537841378
Below Harvell Dam,1359.9,1406.621,rbs_spawn,MAF,0.235611751
Below Harvell Dam,1359.9,1406.621,nh_adult,MAF,-5.245138768
Below Harvell Dam,1359.9,1406.621,nh_spawn,MAF,-6.188430228
Below Harvell Dam,1359.9,1406.621,bd_high_grad,MAF,2.390272776
Below Harvell Dam,1359.9,1406.621,bd_low_grad,MAF,1.295193364
Below Harvell Dam,1359.9,1406.621,shallow_slow,MAF,6.871328281
Below Harvell Dam,1359.9,1406.621,shallow_fast,MAF,-4.465964339
Below Harvell Dam,1359.9,1406.621,deep_slow,MAF,-1.083780736
Below Harvell Dam,1359.9,1406.621,deep_fast,MAF,-4.062151805
Below Harvell Dam,1359.9,1406.621,as_spawn,MAF,-9.988086844
Below Harvell Dam,1359.9,1406.621,as_juv,MAF,-0.898699956
Below Harvell Dam,1359.9,1406.621,l_rad,MAF,-5.306807504
Below Harvell Dam,1359.9,1406.621,e_comp,MAF,-4.315541528
Below Harvell Dam,1359.9,1406.621,rh_spawn,MAF,-0.92718417
Below Harvell Dam,1359.9,1406.621,smb_juv,Jan,0.354284722
Below Harvell Dam,1359.9,1406.621,smb_adult,Jan,-0.542335339
Below Harvell Dam,1359.9,1406.621,smb_spawn,Jan,1.537115783
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Jan,2.306211861
Below Harvell Dam,1359.9,1406.621,nh_adult,Jan,-3.826995969
Below Harvell Dam,1359.9,1406.621,nh_spawn,Jan,-6.397614379
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Jan,6.407395793
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Jan,5.062532439
Below Harvell Dam,1359.9,1406.621,shallow_slow,Jan,3.0317949
Below Harvell Dam,1359.9,1406.621,shallow_fast,Jan,4.63387428
Below Harvell Dam,1359.9,1406.621,deep_slow,Jan,2.326846131
Below Harvell Dam,1359.9,1406.621,deep_fast,Jan,-0.007256297
Below Harvell Dam,1359.9,1406.621,as_spawn,Jan,-5.74163021
Below Harvell Dam,1359.9,1406.621,as_juv,Jan,0.382559862
Below Harvell Dam,1359.9,1406.621,l_rad,Jan,-3.199019674
Below Harvell Dam,1359.9,1406.621,e_comp,Jan,-1.451221362
Below Harvell Dam,1359.9,1406.621,rh_spawn,Jan,-0.406559933
Below Harvell Dam,1359.9,1406.621,smb_juv,Feb,0.168728592
Below Harvell Dam,1359.9,1406.621,smb_adult,Feb,-0.463755099
Below Harvell Dam,1359.9,1406.621,smb_spawn,Feb,1.728047322
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Feb,5.177458939
Below Harvell Dam,1359.9,1406.621,nh_adult,Feb,-2.711978608
Below Harvell Dam,1359.9,1406.621,nh_spawn,Feb,-6.293812785
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Feb,6.192598379
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Feb,5.050120822
Below Harvell Dam,1359.9,1406.621,shallow_slow,Feb,6.618294432
Below Harvell Dam,1359.9,1406.621,shallow_fast,Feb,5.577718879
Below Harvell Dam,1359.9,1406.621,deep_slow,Feb,1.815851292
Below Harvell Dam,1359.9,1406.621,deep_fast,Feb,0.69352218
Below Harvell Dam,1359.9,1406.621,as_spawn,Feb,-5.737600913
Below Harvell Dam,1359.9,1406.621,as_juv,Feb,0.412250683
Below Harvell Dam,1359.9,1406.621,l_rad,Feb,-2.512390762
Below Harvell Dam,1359.9,1406.621,e_comp,Feb,0.088978923
Below Harvell Dam,1359.9,1406.621,rh_spawn,Feb,0.182913372
Below Harvell Dam,1359.9,1406.621,smb_juv,Mar,0.289126483
Below Harvell Dam,1359.9,1406.621,smb_adult,Mar,-0.396413794
Below Harvell Dam,1359.9,1406.621,smb_spawn,Mar,3.11029543
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Mar,6.738963564
Below Harvell Dam,1359.9,1406.621,nh_adult,Mar,-2.469918429
Below Harvell Dam,1359.9,1406.621,nh_spawn,Mar,-6.328005495
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Mar,4.400012622
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Mar,5.090935606
Below Harvell Dam,1359.9,1406.621,shallow_slow,Mar,3.616339771
Below Harvell Dam,1359.9,1406.621,shallow_fast,Mar,4.852758941
Below Harvell Dam,1359.9,1406.621,deep_slow,Mar,1.716746417
Below Harvell Dam,1359.9,1406.621,deep_fast,Mar,1.057853572
Below Harvell Dam,1359.9,1406.621,as_spawn,Mar,-5.633591161
Below Harvell Dam,1359.9,1406.621,as_juv,Mar,0.38004998
Below Harvell Dam,1359.9,1406.621,l_rad,Mar,-2.259967385
Below Harvell Dam,1359.9,1406.621,e_comp,Mar,0.243257043
Below Harvell Dam,1359.9,1406.621,rh_spawn,Mar,0.216255001
Below Harvell Dam,1359.9,1406.621,smb_juv,Apr,0.184901958
Below Harvell Dam,1359.9,1406.621,smb_adult,Apr,-0.471224615
Below Harvell Dam,1359.9,1406.621,smb_spawn,Apr,1.782180946
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Apr,6.398487895
Below Harvell Dam,1359.9,1406.621,nh_adult,Apr,-2.609192128
Below Harvell Dam,1359.9,1406.621,nh_spawn,Apr,-6.072301851
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Apr,5.805175482
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Apr,4.925835245
Below Harvell Dam,1359.9,1406.621,shallow_slow,Apr,5.241081907
Below Harvell Dam,1359.9,1406.621,shallow_fast,Apr,5.347915026
Below Harvell Dam,1359.9,1406.621,deep_slow,Apr,1.771874073
Below Harvell Dam,1359.9,1406.621,deep_fast,Apr,0.838947563
Below Harvell Dam,1359.9,1406.621,as_spawn,Apr,-5.720021359
Below Harvell Dam,1359.9,1406.621,as_juv,Apr,0.463765238
Below Harvell Dam,1359.9,1406.621,l_rad,Apr,-2.374479853
Below Harvell Dam,1359.9,1406.621,e_comp,Apr,0.205198048
Below Harvell Dam,1359.9,1406.621,rh_spawn,Apr,0.183708483
Below Harvell Dam,1359.9,1406.621,smb_juv,May,0.095985367
Below Harvell Dam,1359.9,1406.621,smb_adult,May,-0.775280389
Below Harvell Dam,1359.9,1406.621,smb_spawn,May,3.988676332
Below Harvell Dam,1359.9,1406.621,rbs_spawn,May,1.889346097
Below Harvell Dam,1359.9,1406.621,nh_adult,May,-4.884052989
Below Harvell Dam,1359.9,1406.621,nh_spawn,May,-5.461032634
Below Harvell Dam,1359.9,1406.621,bd_high_grad,May,5.392872762
Below Harvell Dam,1359.9,1406.621,bd_low_grad,May,4.828626431
Below Harvell Dam,1359.9,1406.621,shallow_slow,May,-2.311321263
Below Harvell Dam,1359.9,1406.621,shallow_fast,May,4.335881954
Below Harvell Dam,1359.9,1406.621,deep_slow,May,2.136723911
Below Harvell Dam,1359.9,1406.621,deep_fast,May,-1.476183624
Below Harvell Dam,1359.9,1406.621,as_spawn,May,-6.483331764
Below Harvell Dam,1359.9,1406.621,as_juv,May,0.349171153
Below Harvell Dam,1359.9,1406.621,l_rad,May,-5.315360066
Below Harvell Dam,1359.9,1406.621,e_comp,May,-3.214417553
Below Harvell Dam,1359.9,1406.621,rh_spawn,May,-0.377726163
Below Harvell Dam,1359.9,1406.621,smb_juv,Jun,-2.510290972
Below Harvell Dam,1359.9,1406.621,smb_adult,Jun,-3.304312534
Below Harvell Dam,1359.9,1406.621,smb_spawn,Jun,1.720944098
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Jun,1.023444765
Below Harvell Dam,1359.9,1406.621,nh_adult,Jun,-4.337567346
Below Harvell Dam,1359.9,1406.621,nh_spawn,Jun,-3.626773523
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Jun,2.550852132
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Jun,1.785397621
Below Harvell Dam,1359.9,1406.621,shallow_slow,Jun,7.257791259
Below Harvell Dam,1359.9,1406.621,shallow_fast,Jun,-4.746654724
Below Harvell Dam,1359.9,1406.621,deep_slow,Jun,-1.053589071
Below Harvell Dam,1359.9,1406.621,deep_fast,Jun,-3.46852917
Below Harvell Dam,1359.9,1406.621,as_spawn,Jun,-6.721578908
Below Harvell Dam,1359.9,1406.621,as_juv,Jun,-0.795298206
Below Harvell Dam,1359.9,1406.621,l_rad,Jun,-5.298564181
Below Harvell Dam,1359.9,1406.621,e_comp,Jun,-3.976432308
Below Harvell Dam,1359.9,1406.621,rh_spawn,Jun,-0.57169424
Below Harvell Dam,1359.9,1406.621,smb_juv,Jul,-2.740809509
Below Harvell Dam,1359.9,1406.621,smb_adult,Jul,-3.466728572
Below Harvell Dam,1359.9,1406.621,smb_spawn,Jul,-0.481300206
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Jul,-0.726108826
Below Harvell Dam,1359.9,1406.621,nh_adult,Jul,-5.812074374
Below Harvell Dam,1359.9,1406.621,nh_spawn,Jul,-8.038116044
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Jul,-0.17186503
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Jul,0.504096083
Below Harvell Dam,1359.9,1406.621,shallow_slow,Jul,6.189577328
Below Harvell Dam,1359.9,1406.621,shallow_fast,Jul,-3.954868773
Below Harvell Dam,1359.9,1406.621,deep_slow,Jul,-1.069789634
Below Harvell Dam,1359.9,1406.621,deep_fast,Jul,-4.131963672
Below Harvell Dam,1359.9,1406.621,as_spawn,Jul,-10.76471709
Below Harvell Dam,1359.9,1406.621,as_juv,Jul,-1.464362615
Below Harvell Dam,1359.9,1406.621,l_rad,Jul,-5.324759991
Below Harvell Dam,1359.9,1406.621,e_comp,Jul,-4.391194784
Below Harvell Dam,1359.9,1406.621,rh_spawn,Jul,-1.076144543
Below Harvell Dam,1359.9,1406.621,smb_juv,Aug,-2.850967566
Below Harvell Dam,1359.9,1406.621,smb_adult,Aug,-3.851996159
Below Harvell Dam,1359.9,1406.621,smb_spawn,Aug,-0.788779148
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Aug,-0.893942986
Below Harvell Dam,1359.9,1406.621,nh_adult,Aug,-5.058090875
Below Harvell Dam,1359.9,1406.621,nh_spawn,Aug,-5.874878366
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Aug,-3.522716662
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Aug,-0.662007034
Below Harvell Dam,1359.9,1406.621,shallow_slow,Aug,4.4003263
Below Harvell Dam,1359.9,1406.621,shallow_fast,Aug,-4.706900444
Below Harvell Dam,1359.9,1406.621,deep_slow,Aug,-1.417372682
Below Harvell Dam,1359.9,1406.621,deep_fast,Aug,-4.487040289
Below Harvell Dam,1359.9,1406.621,as_spawn,Aug,-12.47131492
Below Harvell Dam,1359.9,1406.621,as_juv,Aug,-2.055042635
Below Harvell Dam,1359.9,1406.621,l_rad,Aug,-6.049751852
Below Harvell Dam,1359.9,1406.621,e_comp,Aug,-5.062583656
Below Harvell Dam,1359.9,1406.621,rh_spawn,Aug,-1.727806421
Below Harvell Dam,1359.9,1406.621,smb_juv,Sep,-2.880368006
Below Harvell Dam,1359.9,1406.621,smb_adult,Sep,-3.772542583
Below Harvell Dam,1359.9,1406.621,smb_spawn,Sep,-0.809121778
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Sep,-1.042479939
Below Harvell Dam,1359.9,1406.621,nh_adult,Sep,-5.069083849
Below Harvell Dam,1359.9,1406.621,nh_spawn,Sep,-6.073242068
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Sep,-3.338605987
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Sep,-0.570258963
Below Harvell Dam,1359.9,1406.621,shallow_slow,Sep,4.916689628
Below Harvell Dam,1359.9,1406.621,shallow_fast,Sep,-4.688129212
Below Harvell Dam,1359.9,1406.621,deep_slow,Sep,-1.330000648
Below Harvell Dam,1359.9,1406.621,deep_fast,Sep,-4.41472155
Below Harvell Dam,1359.9,1406.621,as_spawn,Sep,-11.6408105
Below Harvell Dam,1359.9,1406.621,as_juv,Sep,-1.905868452
