ifim_site_name,ifim_da_sqmi,ifim_maf_cfs,metric,flow,pctchg
Above Harvell Dam,1342,1389.192,shallow_slow,Jul,-2.213087825
Above Harvell Dam,1342,1389.192,shallow_fast,Jul,-12.03105567
Above Harvell Dam,1342,1389.192,deep_slow,Jul,-3.763003386
Above Harvell Dam,1342,1389.192,deep_fast,Jul,-17.44509975
Above Harvell Dam,1342,1389.192,as_spawn,Jul,-70.35181062
Above Harvell Dam,1342,1389.192,as_juv,Jul,-11.83470272
Above Harvell Dam,1342,1389.192,l_rad,Jul,-22.78150443
Above Harvell Dam,1342,1389.192,e_comp,Jul,-18.4409108
Above Harvell Dam,1342,1389.192,rh_spawn,Jul,-4.362400188
Above Harvell Dam,1342,1389.192,smb_juv,Aug,-14.10476223
Above Harvell Dam,1342,1389.192,smb_adult,Aug,-18.82901061
Above Harvell Dam,1342,1389.192,smb_spawn,Aug,-0.594192616
Above Harvell Dam,1342,1389.192,rbs_spawn,Aug,-0.671067254
Above Harvell Dam,1342,1389.192,nh_adult,Aug,-11.85268187
Above Harvell Dam,1342,1389.192,nh_spawn,Aug,-8.652104422
Above Harvell Dam,1342,1389.192,bd_high_grad,Aug,-6.985354157
Above Harvell Dam,1342,1389.192,bd_low_grad,Aug,0.814151854
Above Harvell Dam,1342,1389.192,shallow_slow,Aug,10.49174845
Above Harvell Dam,1342,1389.192,shallow_fast,Aug,-15.05229599
Above Harvell Dam,1342,1389.192,deep_slow,Aug,-4.081927182
Above Harvell Dam,1342,1389.192,deep_fast,Aug,-18.4408368
Above Harvell Dam,1342,1389.192,as_spawn,Aug,-68.7804878
Above Harvell Dam,1342,1389.192,as_juv,Aug,-15.15449222
Above Harvell Dam,1342,1389.192,l_rad,Aug,-22.63158269
Above Harvell Dam,1342,1389.192,e_comp,Aug,-17.90314004
Above Harvell Dam,1342,1389.192,rh_spawn,Aug,-6.268452994
Above Harvell Dam,1342,1389.192,smb_juv,Sep,-13.74542398
Above Harvell Dam,1342,1389.192,smb_adult,Sep,-18.72557922
Above Harvell Dam,1342,1389.192,smb_spawn,Sep,-0.550356296
Above Harvell Dam,1342,1389.192,rbs_spawn,Sep,-0.73066506
Above Harvell Dam,1342,1389.192,nh_adult,Sep,-12.23051412
Above Harvell Dam,1342,1389.192,nh_spawn,Sep,-9.691514851
Above Harvell Dam,1342,1389.192,bd_high_grad,Sep,-7.280277235
Above Harvell Dam,1342,1389.192,bd_low_grad,Sep,0.746443452
Above Harvell Dam,1342,1389.192,shallow_slow,Sep,10.50981731
Above Harvell Dam,1342,1389.192,shallow_fast,Sep,-14.71633538
Above Harvell Dam,1342,1389.192,deep_slow,Sep,-4.037460471
Above Harvell Dam,1342,1389.192,deep_fast,Sep,-18.30620303
Above Harvell Dam,1342,1389.192,as_spawn,Sep,-69.8909481
Above Harvell Dam,1342,1389.192,as_juv,Sep,-14.94299136
Above Harvell Dam,1342,1389.192,l_rad,Sep,-22.66353516
Above Harvell Dam,1342,1389.192,e_comp,Sep,-18.17429368
Above Harvell Dam,1342,1389.192,rh_spawn,Sep,-5.909299725
Above Harvell Dam,1342,1389.192,smb_juv,Oct,-13.72507901
Above Harvell Dam,1342,1389.192,smb_adult,Oct,-18.72557922
Above Harvell Dam,1342,1389.192,smb_spawn,Oct,-0.544363325
Above Harvell Dam,1342,1389.192,rbs_spawn,Oct,-0.725262694
Above Harvell Dam,1342,1389.192,nh_adult,Oct,-12.16607414
Above Harvell Dam,1342,1389.192,nh_spawn,Oct,-9.5097232
Above Harvell Dam,1342,1389.192,bd_high_grad,Oct,-7.108471973
Above Harvell Dam,1342,1389.192,bd_low_grad,Oct,0.741364697
Above Harvell Dam,1342,1389.192,shallow_slow,Oct,12.34886309
Above Harvell Dam,1342,1389.192,shallow_fast,Oct,-14.7090137
Above Harvell Dam,1342,1389.192,deep_slow,Oct,-4.057369953
Above Harvell Dam,1342,1389.192,deep_fast,Oct,-18.29885707
Above Harvell Dam,1342,1389.192,as_spawn,Oct,-70.44075288
Above Harvell Dam,1342,1389.192,as_juv,Oct,-14.99236504
Above Harvell Dam,1342,1389.192,l_rad,Oct,-22.66058119
Above Harvell Dam,1342,1389.192,e_comp,Oct,-18.12760327
Above Harvell Dam,1342,1389.192,rh_spawn,Oct,-5.867511049
Above Harvell Dam,1342,1389.192,smb_juv,Nov,-7.30803773
Above Harvell Dam,1342,1389.192,smb_adult,Nov,-6.663738667
Above Harvell Dam,1342,1389.192,smb_spawn,Nov,-0.270026035
Above Harvell Dam,1342,1389.192,rbs_spawn,Nov,-1.05105396
Above Harvell Dam,1342,1389.192,nh_adult,Nov,-16.0762977
Above Harvell Dam,1342,1389.192,nh_spawn,Nov,-15.60393144
Above Harvell Dam,1342,1389.192,bd_high_grad,Nov,-2.077647648
Above Harvell Dam,1342,1389.192,bd_low_grad,Nov,3.294995769
Above Harvell Dam,1342,1389.192,shallow_slow,Nov,3.316768691
Above Harvell Dam,1342,1389.192,shallow_fast,Nov,-15.88068109
Above Harvell Dam,1342,1389.192,deep_slow,Nov,-3.587890445
Above Harvell Dam,1342,1389.192,deep_fast,Nov,-16.54563774
Above Harvell Dam,1342,1389.192,as_spawn,Nov,-66.6705194
Above Harvell Dam,1342,1389.192,as_juv,Nov,-8.853906211
Above Harvell Dam,1342,1389.192,l_rad,Nov,-23.31672844
Above Harvell Dam,1342,1389.192,e_comp,Nov,-20.03739958
Above Harvell Dam,1342,1389.192,rh_spawn,Nov,-2.508127372
Above Harvell Dam,1342,1389.192,smb_juv,Dec,-5.793212544
Above Harvell Dam,1342,1389.192,smb_adult,Dec,-3.943617246
Above Harvell Dam,1342,1389.192,smb_spawn,Dec,6.729390964
Above Harvell Dam,1342,1389.192,rbs_spawn,Dec,-0.473703114
Above Harvell Dam,1342,1389.192,nh_adult,Dec,-16.56500599
Above Harvell Dam,1342,1389.192,nh_spawn,Dec,-16.52330829
Above Harvell Dam,1342,1389.192,bd_high_grad,Dec,3.278132218
Above Harvell Dam,1342,1389.192,bd_low_grad,Dec,3.179540399
Above Harvell Dam,1342,1389.192,shallow_slow,Dec,5.285908775
Above Harvell Dam,1342,1389.192,shallow_fast,Dec,-27.59349889
Above Harvell Dam,1342,1389.192,deep_slow,Dec,-3.551196581
Above Harvell Dam,1342,1389.192,deep_fast,Dec,-14.01847485
Above Harvell Dam,1342,1389.192,as_spawn,Dec,-61.50790434
Above Harvell Dam,1342,1389.192,as_juv,Dec,-3.731802366
Above Harvell Dam,1342,1389.192,l_rad,Dec,-25.37043303
Above Harvell Dam,1342,1389.192,e_comp,Dec,-21.83425793
Above Harvell Dam,1342,1389.192,rh_spawn,Dec,-1.859612553
Below Harvell Dam,1359.9,1406.621,smb_juv,MAF,-10.87591147
Below Harvell Dam,1359.9,1406.621,smb_adult,MAF,-14.20512851
Below Harvell Dam,1359.9,1406.621,smb_spawn,MAF,2.80752178
Below Harvell Dam,1359.9,1406.621,rbs_spawn,MAF,1.330280949
Below Harvell Dam,1359.9,1406.621,nh_adult,MAF,-22.093373
Below Harvell Dam,1359.9,1406.621,nh_spawn,MAF,-27.81351384
Below Harvell Dam,1359.9,1406.621,bd_high_grad,MAF,5.890275508
Below Harvell Dam,1359.9,1406.621,bd_low_grad,MAF,4.185403361
Below Harvell Dam,1359.9,1406.621,shallow_slow,MAF,34.12463739
Below Harvell Dam,1359.9,1406.621,shallow_fast,MAF,-16.70535899
Below Harvell Dam,1359.9,1406.621,deep_slow,MAF,-4.476967622
Below Harvell Dam,1359.9,1406.621,deep_fast,MAF,-16.61903831
Below Harvell Dam,1359.9,1406.621,as_spawn,MAF,-37.84968904
Below Harvell Dam,1359.9,1406.621,as_juv,MAF,-4.989823271
Below Harvell Dam,1359.9,1406.621,l_rad,MAF,-20.9223405
Below Harvell Dam,1359.9,1406.621,e_comp,MAF,-17.02691464
Below Harvell Dam,1359.9,1406.621,rh_spawn,MAF,-4.306826995
Below Harvell Dam,1359.9,1406.621,smb_juv,Jan,1.107012697
Below Harvell Dam,1359.9,1406.621,smb_adult,Jan,-2.92549804
Below Harvell Dam,1359.9,1406.621,smb_spawn,Jan,7.419762507
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Jan,9.876411996
Below Harvell Dam,1359.9,1406.621,nh_adult,Jan,-17.39947022
Below Harvell Dam,1359.9,1406.621,nh_spawn,Jan,-24.44407742
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Jan,33.84893733
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Jan,23.29416553
Below Harvell Dam,1359.9,1406.621,shallow_slow,Jan,6.900691676
Below Harvell Dam,1359.9,1406.621,shallow_fast,Jan,21.33630582
Below Harvell Dam,1359.9,1406.621,deep_slow,Jan,11.59864692
Below Harvell Dam,1359.9,1406.621,deep_fast,Jan,-3.873207486
Below Harvell Dam,1359.9,1406.621,as_spawn,Jan,-24.5056371
Below Harvell Dam,1359.9,1406.621,as_juv,Jan,1.894642013
Below Harvell Dam,1359.9,1406.621,l_rad,Jan,-18.16697401
Below Harvell Dam,1359.9,1406.621,e_comp,Jan,-9.810186791
Below Harvell Dam,1359.9,1406.621,rh_spawn,Jan,-1.489572887
Below Harvell Dam,1359.9,1406.621,smb_juv,Feb,1.422295514
Below Harvell Dam,1359.9,1406.621,smb_adult,Feb,-1.824155622
Below Harvell Dam,1359.9,1406.621,smb_spawn,Feb,6.747873502
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Feb,15.47231145
Below Harvell Dam,1359.9,1406.621,nh_adult,Feb,-13.28389351
Below Harvell Dam,1359.9,1406.621,nh_spawn,Feb,-24.29903536
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Feb,34.0354796
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Feb,24.61272994
Below Harvell Dam,1359.9,1406.621,shallow_slow,Feb,19.62922692
Below Harvell Dam,1359.9,1406.621,shallow_fast,Feb,22.68635247
Below Harvell Dam,1359.9,1406.621,deep_slow,Feb,10.84918054
Below Harvell Dam,1359.9,1406.621,deep_fast,Feb,3.57409452
Below Harvell Dam,1359.9,1406.621,as_spawn,Feb,-22.11767365
Below Harvell Dam,1359.9,1406.621,as_juv,Feb,1.742150203
Below Harvell Dam,1359.9,1406.621,l_rad,Feb,-10.78091701
Below Harvell Dam,1359.9,1406.621,e_comp,Feb,-2.901687382
Below Harvell Dam,1359.9,1406.621,rh_spawn,Feb,-0.790300855
Below Harvell Dam,1359.9,1406.621,smb_juv,Mar,1.108562556
Below Harvell Dam,1359.9,1406.621,smb_adult,Mar,-1.973968467
Below Harvell Dam,1359.9,1406.621,smb_spawn,Mar,9.282607734
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Mar,23.48264092
Below Harvell Dam,1359.9,1406.621,nh_adult,Mar,-11.65601043
Below Harvell Dam,1359.9,1406.621,nh_spawn,Mar,-23.47757427
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Mar,29.84978109
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Mar,24.91906991
Below Harvell Dam,1359.9,1406.621,shallow_slow,Mar,24.00696663
Below Harvell Dam,1359.9,1406.621,shallow_fast,Mar,24.88358139
Below Harvell Dam,1359.9,1406.621,deep_slow,Mar,9.58642566
Below Harvell Dam,1359.9,1406.621,deep_fast,Mar,3.513369536
Below Harvell Dam,1359.9,1406.621,as_spawn,Mar,-22.95979814
Below Harvell Dam,1359.9,1406.621,as_juv,Mar,1.744083847
Below Harvell Dam,1359.9,1406.621,l_rad,Mar,-10.10274596
Below Harvell Dam,1359.9,1406.621,e_comp,Mar,-0.364057492
Below Harvell Dam,1359.9,1406.621,rh_spawn,Mar,0.044602678
Below Harvell Dam,1359.9,1406.621,smb_juv,Apr,1.219340173
Below Harvell Dam,1359.9,1406.621,smb_adult,Apr,-1.946798305
Below Harvell Dam,1359.9,1406.621,smb_spawn,Apr,7.98129885
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Apr,19.45653128
Below Harvell Dam,1359.9,1406.621,nh_adult,Apr,-12.19158078
Below Harvell Dam,1359.9,1406.621,nh_spawn,Apr,-23.53646743
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Apr,33.06772719
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Apr,25.20133923
Below Harvell Dam,1359.9,1406.621,shallow_slow,Apr,26.926373
Below Harvell Dam,1359.9,1406.621,shallow_fast,Apr,24.33588515
Below Harvell Dam,1359.9,1406.621,deep_slow,Apr,10.54415063
Below Harvell Dam,1359.9,1406.621,deep_fast,Apr,3.311142241
Below Harvell Dam,1359.9,1406.621,as_spawn,Apr,-22.77110996
Below Harvell Dam,1359.9,1406.621,as_juv,Apr,1.755323527
Below Harvell Dam,1359.9,1406.621,l_rad,Apr,-10.2815846
Below Harvell Dam,1359.9,1406.621,e_comp,Apr,-1.142122218
Below Harvell Dam,1359.9,1406.621,rh_spawn,Apr,-0.325450492
Below Harvell Dam,1359.9,1406.621,smb_juv,May,-0.330228519
Below Harvell Dam,1359.9,1406.621,smb_adult,May,-3.627734936
Below Harvell Dam,1359.9,1406.621,smb_spawn,May,20.30578991
Below Harvell Dam,1359.9,1406.621,rbs_spawn,May,8.324742328
Below Harvell Dam,1359.9,1406.621,nh_adult,May,-19.51416304
Below Harvell Dam,1359.9,1406.621,nh_spawn,May,-25.53070663
Below Harvell Dam,1359.9,1406.621,bd_high_grad,May,17.20986651
Below Harvell Dam,1359.9,1406.621,bd_low_grad,May,25.0316105
Below Harvell Dam,1359.9,1406.621,shallow_slow,May,-9.454901604
Below Harvell Dam,1359.9,1406.621,shallow_fast,May,26.51822929
Below Harvell Dam,1359.9,1406.621,deep_slow,May,12.08417384
Below Harvell Dam,1359.9,1406.621,deep_fast,May,-8.389575402
Below Harvell Dam,1359.9,1406.621,as_spawn,May,-27.36757245
Below Harvell Dam,1359.9,1406.621,as_juv,May,2.250948511
Below Harvell Dam,1359.9,1406.621,l_rad,May,-21.10761098
Below Harvell Dam,1359.9,1406.621,e_comp,May,-13.85528026
Below Harvell Dam,1359.9,1406.621,rh_spawn,May,0.212877018
Below Harvell Dam,1359.9,1406.621,smb_juv,Jun,-10.60132388
Below Harvell Dam,1359.9,1406.621,smb_adult,Jun,-13.97091258
Below Harvell Dam,1359.9,1406.621,smb_spawn,Jun,8.011606219
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Jun,3.185775603
Below Harvell Dam,1359.9,1406.621,nh_adult,Jun,-21.1912396
Below Harvell Dam,1359.9,1406.621,nh_spawn,Jun,-25.2338667
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Jun,12.23247971
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Jun,6.783230313
Below Harvell Dam,1359.9,1406.621,shallow_slow,Jun,37.93770448
Below Harvell Dam,1359.9,1406.621,shallow_fast,Jun,-17.35367085
Below Harvell Dam,1359.9,1406.621,deep_slow,Jun,-4.384771218
Below Harvell Dam,1359.9,1406.621,deep_fast,Jun,-15.79501162
Below Harvell Dam,1359.9,1406.621,as_spawn,Jun,-33.07883765
Below Harvell Dam,1359.9,1406.621,as_juv,Jun,-3.68481283
Below Harvell Dam,1359.9,1406.621,l_rad,Jun,-20.89651354
Below Harvell Dam,1359.9,1406.621,e_comp,Jun,-16.53590341
Below Harvell Dam,1359.9,1406.621,rh_spawn,Jun,-3.521040446
Below Harvell Dam,1359.9,1406.621,smb_juv,Jul,-11.7592576
Below Harvell Dam,1359.9,1406.621,smb_adult,Jul,-14.47720166
Below Harvell Dam,1359.9,1406.621,smb_spawn,Jul,-2.484638504
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Jul,-3.631048214
Below Harvell Dam,1359.9,1406.621,nh_adult,Jul,-22.66971342
Below Harvell Dam,1359.9,1406.621,nh_spawn,Jul,-30.77629062
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Jul,-1.115799437
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Jul,1.902199348
Below Harvell Dam,1359.9,1406.621,shallow_slow,Jul,25.01943842
Below Harvell Dam,1359.9,1406.621,shallow_fast,Jul,-13.63046328
Below Harvell Dam,1359.9,1406.621,deep_slow,Jul,-4.837727759
Below Harvell Dam,1359.9,1406.621,deep_fast,Jul,-16.97777546
Below Harvell Dam,1359.9,1406.621,as_spawn,Jul,-38.92726515
Below Harvell Dam,1359.9,1406.621,as_juv,Jul,-6.539551008
Below Harvell Dam,1359.9,1406.621,l_rad,Jul,-20.79515191
Below Harvell Dam,1359.9,1406.621,e_comp,Jul,-17.44310071
Below Harvell Dam,1359.9,1406.621,rh_spawn,Jul,-4.894085606
Below Harvell Dam,1359.9,1406.621,smb_juv,Aug,-11.89180628
Below Harvell Dam,1359.9,1406.621,smb_adult,Aug,-15.47089891
Below Harvell Dam,1359.9,1406.621,smb_spawn,Aug,-2.964795403
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Aug,-3.628041935
Below Harvell Dam,1359.9,1406.621,nh_adult,Aug,-20.22136999
Below Harvell Dam,1359.9,1406.621,nh_spawn,Aug,-23.32883838
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Aug,-14.20954666
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Aug,-2.747703552
Below Harvell Dam,1359.9,1406.621,shallow_slow,Aug,18.41264033
Below Harvell Dam,1359.9,1406.621,shallow_fast,Aug,-18.90531287
Below Harvell Dam,1359.9,1406.621,deep_slow,Aug,-5.752442015
Below Harvell Dam,1359.9,1406.621,deep_fast,Aug,-18.02458833
Below Harvell Dam,1359.9,1406.621,as_spawn,Aug,-48.47287088
Below Harvell Dam,1359.9,1406.621,as_juv,Aug,-8.393636518
Below Harvell Dam,1359.9,1406.621,l_rad,Aug,-23.99782195
Below Harvell Dam,1359.9,1406.621,e_comp,Aug,-20.24439571
Below Harvell Dam,1359.9,1406.621,rh_spawn,Aug,-6.946193824
Below Harvell Dam,1359.9,1406.621,smb_juv,Sep,-11.94039696
Below Harvell Dam,1359.9,1406.621,smb_adult,Sep,-15.3112454
Below Harvell Dam,1359.9,1406.621,smb_spawn,Sep,-3.145663194
Below Harvell Dam,1359.9,1406.621,rbs_spawn,Sep,-4.134761955
Below Harvell Dam,1359.9,1406.621,nh_adult,Sep,-20.25257398
Below Harvell Dam,1359.9,1406.621,nh_spawn,Sep,-23.83547877
Below Harvell Dam,1359.9,1406.621,bd_high_grad,Sep,-13.72043105
Below Harvell Dam,1359.9,1406.621,bd_low_grad,Sep,-2.498440686
Below Harvell Dam,1359.9,1406.621,shallow_slow,Sep,20.91634501
Below Harvell Dam,1359.9,1406.621,shallow_fast,Sep,-18.88489067
Below Harvell Dam,1359.9,1406.621,deep_slow,Sep,-5.588554945
Below Harvell Dam,1359.9,1406.621,deep_fast,Sep,-17.83162649
Below Harvell Dam,1359.9,1406.621,as_spawn,Sep,-42.63885578
