OBJECTID,ID,Source,State,Name_Taxa,Genus,Species,Level_Taxa,ITIS_TSN,COMID_NHDv2,HUC12,HUC8,HUC4,Time_frame,HUC6
60997,312892,Fish_Virginia,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8740963,30102040402,3010204,301,1968-1987,30102
60998,331297,Fish_Virginia,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8741003,30102040404,3010204,301,1968-1987,30102
60999,521370,Fish_Virginia,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8741153,30102040404,3010204,301,1968-1987,30102
61000,165154,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8741593,30102040706,3010204,301,1950-1980,30102
61001,404745,Fish_United States,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8742203,30102040502,3010204,301,1950-1980,30102
61002,295504,Fish_Virginia,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8742287,30102040404,3010204,301,1968-1987,30102
61003,141812,Fish_Virginia,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8743695,30102040204,3010204,301,1968-1987,30102
61004,350103,Fish_Virginia,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8743929,30102040101,3010204,301,1968-1987,30102
61005,251268,Fish_Virginia,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8744141,30102040103,3010204,301,1968-1987,30102
61006,37335,Fish_Virginia,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8744383,30102040401,3010204,301,1968-1987,30102
61007,602037,Fish_Virginia,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8744395,30102040302,3010204,301,1968-1987,30102
61008,512326,Fish_United States,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8744451,30102040401,3010204,301,1950-1980,30102
61009,414049,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8755407,30201010706,3020101,302,1950-1990,30201
61010,129270,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8755471,30201010802,3020101,302,1950-1980,30201
61011,252301,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8755493,30201010802,3020101,302,1950-1990,30201
61012,546063,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8755529,30201010801,3020101,302,1950-1980,30201
61013,280215,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8755573,30201010803,3020101,302,1950-1990,30201
61014,472399,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8755583,30201010502,3020101,302,1950-1980,30201
61015,376970,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8757847,30201010201,3020101,302,1950-1980,30201
61016,433444,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8758173,30201010103,3020101,302,1950-1990,30201
61017,155745,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8758191,30201010101,3020101,302,1950-1990,30201
61018,495730,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8758253,30201010104,3020101,302,1950-1990,30201
61019,149069,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8758325,30201010103,3020101,302,1950-1980,30201
61020,286075,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8758339,30201010201,3020101,302,1950-1990,30201
61021,223832,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8758471,30201010101,3020101,302,1950-1990,30201
61022,483632,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8758935,30201010202,3020101,302,1950-1990,30201
61023,208086,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8758983,30201010106,3020101,302,1950-1990,30201
61024,96941,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8759035,30201010301,3020101,302,1950-1990,30201
61025,313398,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8759133,30201010106,3020101,302,1950-1980,30201
61026,364262,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8759163,30201010203,3020101,302,1950-1990,30201
61027,509263,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8759189,30201010302,3020101,302,1950-1990,30201
61028,58901,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8759221,30201010302,3020101,302,1950-1990,30201
61029,134537,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8759229,30201010204,3020101,302,1950-1990,30201
61030,4154,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8759403,30201010303,3020101,302,1950-1980,30201
61031,427515,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8759509,30201010705,3020101,302,1950-1980,30201
61032,303427,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8759553,30201010204,3020101,302,1950-1990,30201
61033,236196,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8759617,30201010303,3020101,302,1950-1990,30201
61034,96851,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8759697,30201010706,3020101,302,1950-1990,30201
61035,275878,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8760011,30201010401,3020101,302,1950-1980,30201
61036,459165,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8760099,30201010401,3020101,302,1950-1990,30201
61037,444525,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8760105,30201010401,3020101,302,1950-1990,30201
61038,280044,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8760589,30201010203,3020101,302,1950-1990,30201
61039,406192,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8760595,30201010201,3020101,302,1950-1990,30201
61040,191730,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8760599,30201010105,3020101,302,1950-1990,30201
61041,460047,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8760635,30201010204,3020101,302,1950-1990,30201
61042,520699,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8761405,30201010301,3020101,302,1950-1990,30201
61043,164926,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8762275,30201010503,3020101,302,1950-1990,30201
61044,345675,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8764067,30201010605,3020101,302,1950-1980,30201
61045,475751,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8764113,30201010602,3020101,302,1950-1990,30201
61046,225585,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8764171,30201010403,3020101,302,1950-1990,30201
61047,190115,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8764491,30201010601,3020101,302,1950-1990,30201
61048,589905,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8764547,30201010603,3020101,302,1950-1980,30201
61049,416533,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8776957,30202010102,3020201,302,1950-1980,30202
61050,306916,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8777063,30202010104,3020201,302,1950-1990,30202
61051,468373,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8777201,30202010203,3020201,302,1950-1990,30202
61052,317295,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8777473,30202010203,3020201,302,1950-1990,30202
61053,253186,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8777535,30202010203,3020201,302,1950-1990,30202
61054,52111,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8777757,30202010503,3020201,302,1950-1990,30202
61055,74418,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8777863,30202010304,3020201,302,1950-1980,30202
61056,361787,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8777941,30202010304,3020201,302,1950-1990,30202
61057,41290,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8777971,30202010601,3020201,302,1950-1990,30202
61058,203795,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8780419,30202010202,3020201,302,1950-1990,30202
61059,116656,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8780465,30202010202,3020201,302,1950-1990,30202
61060,280272,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8780473,30202010301,3020201,302,1950-1990,30202
61061,374077,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8780501,30202010302,3020201,302,1950-1980,30202
61062,350968,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8780563,30202010303,3020201,302,1950-1990,30202
61063,417093,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8780571,30202010302,3020201,302,1950-1990,30202
61064,41258,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8780647,30202010303,3020201,302,1950-1990,30202
61065,144065,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8780757,30202010302,3020201,302,1950-1990,30202
61066,432763,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8782627,30202010701,3020201,302,1950-1990,30202
61067,462711,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8782645,30202010502,3020201,302,1950-1980,30202
61068,306311,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8782739,30202010702,3020201,302,1950-1990,30202
61069,580508,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8782743,30202010602,3020201,302,1950-1990,30202
61070,324825,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8782871,30202010604,3020201,302,1950-1990,30202
61071,344700,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8782875,30202010602,3020201,302,1950-1990,30202
61072,348416,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8783307,30202010803,3020201,302,1950-1990,30202
61073,171184,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8783463,30202010801,3020201,302,1950-1990,30202
61074,174140,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8783513,30202010804,3020201,302,1950-1990,30202
61075,536874,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8783745,30202010803,3020201,302,1950-1980,30202
61076,554243,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8783899,30202010705,3020201,302,1950-1990,30202
61077,562816,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8784191,30202011002,3020201,302,1950-1990,30202
61078,412374,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8784465,30202011002,3020201,302,1950-1990,30202
61079,597365,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8784857,30202010901,3020201,302,1950-1990,30202
61080,329160,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8785039,30202010902,3020201,302,1950-1980,30202
61081,71476,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8785085,30202011504,3020201,302,1950-1990,30202
61082,143363,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8785097,30202010901,3020201,302,1950-1990,30202
61083,431050,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8785291,30202010902,3020201,302,1950-1990,30202
61084,304837,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8785511,30202011007,3020201,302,1950-1990,30202
61085,437936,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8785681,30202010903,3020201,302,1950-1990,30202
61086,350608,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8785719,30202011602,3020201,302,1950-1990,30202
61087,240053,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8785929,30202010705,3020201,302,1950-1980,30202
61088,117886,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8790089,30202011203,3020201,302,1950-1980,30202
61089,284476,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8790331,30202011704,3020201,302,1950-1980,30202
61090,281086,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8970500,50100010202,5010001,501,1950-1980,50100
61091,43884,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8970610,50100010302,5010001,501,1950-1980,50100
61092,447959,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8971690,50100010309,5010001,501,1950-1980,50100
61093,45663,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8973074,50100010601,5010001,501,1950-1980,50100
61094,499301,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8973410,50100010306,5010001,501,1950-1980,50100
61095,43476,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8973692,50100010102,5010001,501,1950-1980,50100
61096,492349,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,8975414,50100011106,5010001,501,1950-1980,50100
61097,305109,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9050069,50100040502,5010004,501,1950-1980,50100
61098,371776,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9052927,50100040906,5010004,501,1950-1980,50100
61099,604251,Fish_Virginia,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9244022,30401010804,3040101,304,1968-1987,30401
61100,113165,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9250748,30401010305,3040101,304,1950-1990,30401
61101,56245,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9251032,30401010307,3040101,304,1950-1980,30401
61102,206427,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9251140,30401010101,3040101,304,1950-1990,30401
61103,400622,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9251294,30401010101,3040101,304,1950-1980,30401
61104,537009,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9251416,30401010203,3040101,304,1950-1980,30401
61105,229697,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9251524,30401010103,3040101,304,1950-1990,30401
61106,404229,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9251728,30401010203,3040101,304,1950-1990,30401
61107,324245,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9745512,30501020201,3050102,305,1950-1990,30501
61108,31332,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9745564,30501020201,3050102,305,1950-1980,30501
61109,361110,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9750298,30501010501,3050101,305,1950-1980,30501
61110,535224,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9750342,30501010301,3050101,305,1950-1990,30501
61111,56978,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9750482,30501010301,3050101,305,1950-1990,30501
61112,544651,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9751556,30501010302,3050101,305,1950-1990,30501
61113,30324,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9752110,30501010202,3050101,305,1950-1990,30501
61114,565189,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9752352,30501010202,3050101,305,1950-1990,30501
61115,348424,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9752482,30501010402,3050101,305,1950-1990,30501
61116,490608,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9752596,30501010302,3050101,305,1950-1990,30501
61117,236762,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9752658,30501010302,3050101,305,1950-1990,30501
61118,28700,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9752798,30501010403,3050101,305,1950-1990,30501
61119,392802,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9753066,30501010102,3050101,305,1950-1990,30501
61120,234272,Fish_United States,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9754174,30501010303,3050101,305,1950-1980,30501
61121,191197,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9754190,30501010303,3050101,305,1950-1990,30501
61122,27959,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9754226,30501010303,3050101,305,1950-1990,30501
61123,554192,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9754514,30501010201,3050101,305,1950-1990,30501
61124,516862,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9754530,30501010202,3050101,305,1950-1990,30501
61125,410140,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9754726,30501010106,3050101,305,1950-1990,30501
61126,343103,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9754866,30501010105,3050101,305,1950-1990,30501
61127,457071,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9754902,30501010105,3050101,305,1950-1990,30501
61128,369052,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9754944,30501010103,3050101,305,1950-1990,30501
61129,418539,Fish_North Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9755028,30501010103,3050101,305,1950-1990,30501
61130,566600,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9840222,41201010404,4120101,412,1950-1980,41201
61131,552174,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9840720,41201010407,4120101,412,1950-1980,41201
61132,505242,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9841492,41201010501,4120101,412,1950-1980,41201
61133,594380,Fish_United States,PA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9842130,41201010601,4120101,412,1950-1980,41201
61134,91039,Fish_South Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9865590,30501090102,3050109,305,1970-2000,30501
61135,424260,Fish_South Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9865794,30501090202,3050109,305,1970-2000,30501
61136,597938,Fish_South Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9865814,30501090202,3050109,305,1970-2000,30501
61137,131151,Fish_South Carolina,NC,Hypentelium nigricans,Hypentelium,nigricans,species,163949,9865908,30501090203,3050109,305,1970-2000,30501
61138,354257,Fish_Virginia,VA,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10066153,20802060103,2080206,208,1968-1987,20802
61139,432782,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10163666,51401010505,5140101,514,1950-1985,51401
61140,373541,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10164000,51401010902,5140101,514,1950-1985,51401
61141,383066,Fish_United States,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10167904,51302060205,5130206,513,1950-1980,51302
61142,262619,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10167906,51302060102,5130206,513,1950-1985,51302
61143,513717,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10167916,51302060205,5130206,513,1950-1985,51302
61144,368805,Fish_United States,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10167952,51302060205,5130206,513,1950-1980,51302
61145,151038,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10167978,51302060305,5130206,513,1950-1985,51302
61146,61378,Fish_Tennessee,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10167990,51302060202,5130206,513,1950-1990,51302
61147,99857,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10168000,51302060202,5130206,513,1950-1985,51302
61148,427470,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10168012,51302060202,5130206,513,1950-1985,51302
61149,130435,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10168044,51302060702,5130206,513,1950-1985,51302
61150,135357,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10169330,51302060301,5130206,513,1950-1985,51302
61151,214100,Fish_United States,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10169390,51302060302,5130206,513,1950-1980,51302
61152,585209,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10169440,51302060302,5130206,513,1950-1985,51302
61153,541873,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10169492,51302060703,5130206,513,1950-1985,51302
61154,213531,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10169530,51302060604,5130206,513,1950-1985,51302
61155,431419,Fish_Tennessee,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10169582,51302060704,5130206,513,1950-1990,51302
61156,42328,Fish_Tennessee,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10169620,51302060603,5130206,513,1950-1990,51302
61157,378265,Fish_Tennessee,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10169664,51302060603,5130206,513,1950-1990,51302
61158,420853,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10169734,51302060406,5130206,513,1950-1990,51302
61159,341737,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10169880,51302060506,5130206,513,1950-1990,51302
61160,50263,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10169890,51302060706,5130206,513,1950-1990,51302
61161,304674,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10170022,51302060602,5130206,513,1950-1985,51302
61162,155487,Fish_United States,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10170026,51302060703,5130206,513,1950-1980,51302
61163,227982,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10170054,51302060705,5130206,513,1950-1990,51302
61164,426963,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10170444,51302060201,5130206,513,1950-1990,51302
61165,394926,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10170492,51302060502,5130206,513,1950-1990,51302
61166,392365,Fish_United States,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10170574,51302060501,5130206,513,1950-1980,51302
61167,351552,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10172878,51302060708,5130206,513,1950-1990,51302
61168,61594,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10175729,51301060101,5130106,513,1950-1990,51301
61169,215145,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10176429,51301060304,5130106,513,1950-1990,51301
61170,354305,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10176501,51301060205,5130106,513,1950-1990,51301
61171,246984,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10176777,51301060306,5130106,513,1950-1990,51301
61172,190695,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10176973,51301060206,5130106,513,1950-1990,51301
61173,367406,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10177033,51301060204,5130106,513,1950-1990,51301
61174,180698,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10177273,51301060207,5130106,513,1950-1990,51301
61175,541002,Fish_Tennessee,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10181181,51301050402,5130105,513,1950-1990,51301
61176,99216,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10181447,51301050404,5130105,513,1950-1985,51301
61177,354306,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10181487,51301050404,5130105,513,1950-1985,51301
61178,124777,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10181513,51301050404,5130105,513,1950-1985,51301
61179,99127,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10181525,51301050406,5130105,513,1950-1985,51301
61180,526243,Fish_Tennessee,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10181621,51301050403,5130105,513,1950-1990,51301
61181,542121,Fish_United States,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10181657,51301050403,5130105,513,1950-1980,51301
61182,49740,Fish_Tennessee,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10181671,51301050403,5130105,513,1950-1990,51301
61183,283524,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10181891,51301050404,5130105,513,1950-1985,51301
61184,232929,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10181987,51301050301,5130105,513,1950-1990,51301
61185,512336,Fish_United States,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10182009,51301050504,5130105,513,1950-1980,51301
61186,361831,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10182179,51301050401,5130105,513,1950-1990,51301
61187,557387,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10182587,51301050109,5130105,513,1950-1990,51301
61188,72516,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10182631,51301050203,5130105,513,1950-1990,51301
61189,300967,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10182759,51301050202,5130105,513,1950-1990,51301
61190,263204,Fish_Tennessee,TN,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10183251,51301050301,5130105,513,1950-1990,51301
61191,83343,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10186512,51301010101,5130101,513,1950-1985,51301
61192,45407,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10186526,51301010101,5130101,513,1950-1985,51301
61193,27270,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10187132,51301010803,5130101,513,1950-1985,51301
61194,292666,Fish_Kentucky,KY,Hypentelium nigricans,Hypentelium,nigricans,species,163949,10187228,51301010806,5130101,513,1950-1985,51301
